Teams,Borda Points
alabama-crimson-tide,1525
penn-state-nittany-lions,1432
georgia-bulldogs,1417
tcu-horned-frogs,1322
wisconsin-badgers,1241
ohio-state-buckeyes,1185
clemson-tigers,1117
miami-fl-hurricanes,1110
oklahoma-sooners,1071
oklahoma-state-cowboys,911
usc-trojans,894
washington-huskies,830
notre-dame-fighting-irish,827
north-carolina-state-wolfpack,620
washington-state-cougars,619
michigan-state-spartans,616
south-florida-bulls,616
michigan-wolverines,606
ucf-knights,445
auburn-tigers,361
stanford-cardinal,334
west-virginia-mountaineers,209
lsu-tigers,137
memphis-tigers,93
san-diego-state-aztecs,76
texas-am-aggies,70
iowa-state-cyclones,25
virginia-cavaliers,15
kentucky-wildcats,11
utah-utes,6
mississippi-state-bulldogs,5
navy-midshipmen,3
south-carolina-gamecocks,3
iowa-hawkeyes,3
texas-tech-red-raiders,3
georgia-tech-yellow-jackets,2
florida-state-seminoles,2
marshall-thundering-herd,2
