Teams,Borda Points
alabama-crimson-tide,1515
clemson-tigers,1458
oklahoma-sooners,1397
penn-state-nittany-lions,1304
usc-trojans,1247
washington-huskies,1188
georgia-bulldogs,1136
michigan-wolverines,1088
tcu-horned-frogs,1029
wisconsin-badgers,1023
ohio-state-buckeyes,1016
virginia-tech-hokies,831
auburn-tigers,707
miami-fl-hurricanes,700
oklahoma-state-cowboys,677
washington-state-cougars,565
louisville-cardinals,522
san-diego-state-aztecs,399
utah-utes,393
florida-gators,369
notre-dame-fighting-irish,272
west-virginia-mountaineers,251
mississippi-state-bulldogs,177
lsu-tigers,119
north-carolina-state-wolfpack,101
duke-blue-devils,93
texas-tech-red-raiders,49
florida-state-seminoles,40
memphis-tigers,36
iowa-hawkeyes,19
stanford-cardinal,10
california-golden-bears,9
colorado-buffaloes,7
ucf-knights,6
minnesota-golden-gophers,4
oregon-ducks,4
kansas-state-wildcats,4
wake-forest-demon-deacons,2
tennessee-volunteers,2
