Teams,Borda Points
alabama-crimson-tide,1506
clemson-tigers,1475
oklahoma-sooners,1392
penn-state-nittany-lions,1325
georgia-bulldogs,1237
washington-huskies,1218
michigan-wolverines,1115
tcu-horned-frogs,1079
wisconsin-badgers,1029
ohio-state-buckeyes,1016
washington-state-cougars,980
auburn-tigers,805
miami-fl-hurricanes,784
usc-trojans,717
oklahoma-state-cowboys,665
virginia-tech-hokies,560
louisville-cardinals,520
south-florida-bulls,463
utah-utes,391
notre-dame-fighting-irish,382
florida-gators,375
west-virginia-mountaineers,264
north-carolina-state-wolfpack,193
ucf-knights,157
oregon-ducks,29
florida-state-seminoles,19
georgia-tech-yellow-jackets,18
texas-tech-red-raiders,13
navy-midshipmen,12
stanford-cardinal,11
texas-am-aggies,4
memphis-tigers,3
kansas-state-wildcats,3
troy-trojans,2
maryland-terrapins,2
