Teams,Borda Points
alabama-crimson-tide,1521
miami-fl-hurricanes,1438
oklahoma-sooners,1367
clemson-tigers,1358
wisconsin-badgers,1322
auburn-tigers,1202
georgia-bulldogs,1151
ohio-state-buckeyes,1063
oklahoma-state-cowboys,942
tcu-horned-frogs,925
usc-trojans,917
penn-state-nittany-lions,869
ucf-knights,857
washington-state-cougars,672
washington-huskies,634
mississippi-state-bulldogs,550
memphis-tigers,494
michigan-wolverines,369
stanford-cardinal,343
lsu-tigers,335
michigan-state-spartans,305
south-florida-bulls,273
west-virginia-mountaineers,270
north-carolina-state-wolfpack,224
virginia-tech-hokies,137
northwestern-wildcats,97
arizona-wildcats,61
iowa-state-cyclones,38
boise-state-broncos,11
georgia-tech-yellow-jackets,7
army-west-point-black-knights,6
south-carolina-gamecocks,3
iowa-hawkeyes,3
