Teams,Borda Points
alabama-crimson-tide,1515
clemson-tigers,1458
oklahoma-sooners,1397
penn-state-nittany-lions,1304
usc-trojans,1247
washington-huskies,1188
georgia-bulldogs,1136
michigan-wolverines,1088
tcu-horned-frogs,1028
wisconsin-badgers,1023
ohio-state-buckeyes,1016
virginia-tech-hokies,828
auburn-tigers,701
miami-fl-hurricanes,695
oklahoma-state-cowboys,665
washington-state-cougars,552
louisville-cardinals,503
south-florida-bulls,408
san-diego-state-aztecs,369
utah-utes,359
florida-gators,343
notre-dame-fighting-irish,247
west-virginia-mountaineers,214
mississippi-state-bulldogs,150
lsu-tigers,94
north-carolina-state-wolfpack,87
duke-blue-devils,83
florida-state-seminoles,36
memphis-tigers,27
iowa-hawkeyes,17
california-golden-bears,8
stanford-cardinal,8
colorado-buffaloes,5
ucf-knights,4
minnesota-golden-gophers,3
oregon-ducks,3
kansas-state-wildcats,3
wake-forest-demon-deacons,1
tennessee-volunteers,1
