Teams,Borda Points
alabama-crimson-tide,1524
ohio-state-buckeyes,1449
clemson-tigers,1333
penn-state-nittany-lions,1326
oklahoma-sooners,1284
washington-huskies,1132
michigan-wolverines,1096
wisconsin-badgers,1030
florida-state-seminoles,1030
oklahoma-state-cowboys,1003
lsu-tigers,954
auburn-tigers,928
stanford-cardinal,829
georgia-bulldogs,744
miami-fl-hurricanes,597
louisville-cardinals,590
virginia-tech-hokies,550
kansas-state-wildcats,454
washington-state-cougars,263
south-florida-bulls,247
florida-gators,202
tcu-horned-frogs,187
notre-dame-fighting-irish,168
tennessee-volunteers,156
utah-utes,119
ucla-bruins,103
west-virginia-mountaineers,93
colorado-buffaloes,82
maryland-terrapins,63
oregon-ducks,57
south-carolina-gamecocks,56
boise-state-broncos,28
northwestern-wildcats,25
houston-cougars,16
san-diego-state-aztecs,15
texas-tech-red-raiders,6
iowa-hawkeyes,5
kentucky-wildcats,5
california-golden-bears,3
vanderbilt-commodores,2
mississippi-state-bulldogs,2
pittsburgh-panthers,2
michigan-state-spartans,2
navy-midshipmen,2
nebraska-cornhuskers,2
