Teams,Borda Points
clemson-tigers,1478
oklahoma-sooners,1461
wisconsin-badgers,1405
auburn-tigers,1374
alabama-crimson-tide,1254
georgia-bulldogs,1246
miami-fl-hurricanes,1119
ohio-state-buckeyes,1112
penn-state-nittany-lions,960
tcu-horned-frogs,956
usc-trojans,936
ucf-knights,906
washington-huskies,764
stanford-cardinal,693
notre-dame-fighting-irish,592
memphis-tigers,582
lsu-tigers,566
oklahoma-state-cowboys,532
michigan-state-spartans,457
northwestern-wildcats,378
washington-state-cougars,330
virginia-tech-hokies,298
south-florida-bulls,115
mississippi-state-bulldogs,93
north-carolina-state-wolfpack,60
san-diego-state-aztecs,55
louisville-cardinals,16
boise-state-broncos,16
toledo-rockets,14
michigan-wolverines,13
virginia-cavaliers,4
missouri-tigers,3
florida-atlantic-owls,2
troy-trojans,1
kansas-state-wildcats,1
iowa-state-cyclones,1
