Teams,Borda Points
alabama-crimson-tide,1507
clemson-tigers,1481
penn-state-nittany-lions,1370
georgia-bulldogs,1327
washington-huskies,1284
tcu-horned-frogs,1192
wisconsin-badgers,1127
washington-state-cougars,1094
ohio-state-buckeyes,1051
auburn-tigers,914
miami-fl-hurricanes,908
oklahoma-sooners,851
usc-trojans,796
oklahoma-state-cowboys,713
virginia-tech-hokies,618
notre-dame-fighting-irish,583
michigan-wolverines,530
south-florida-bulls,497
san-diego-state-aztecs,471
michigan-state-spartans,433
north-carolina-state-wolfpack,429
stanford-cardinal,143
texas-tech-red-raiders,139
navy-midshipmen,110
georgia-tech-yellow-jackets,50
west-virginia-mountaineers,37
louisville-cardinals,35
utah-utes,24
lsu-tigers,13
florida-gators,12
kentucky-wildcats,8
iowa-state-cyclones,7
texas-am-aggies,6
memphis-tigers,4
