Teams,Borda Points
alabama-crimson-tide,1515
ohio-state-buckeyes,1427
florida-state-seminoles,1416
clemson-tigers,1247
penn-state-nittany-lions,1246
oklahoma-sooners,1222
washington-huskies,1205
wisconsin-badgers,983
oklahoma-state-cowboys,949
michigan-wolverines,942
auburn-tigers,940
lsu-tigers,843
stanford-cardinal,755
georgia-bulldogs,750
louisville-cardinals,690
florida-gators,682
miami-fl-hurricanes,551
south-florida-bulls,381
kansas-state-wildcats,369
virginia-tech-hokies,289
west-virginia-mountaineers,247
texas-longhorns,208
washington-state-cougars,174
tennessee-volunteers,144
tcu-horned-frogs,121
utah-utes,107
notre-dame-fighting-irish,75
boise-state-broncos,48
northwestern-wildcats,34
north-carolina-state-wolfpack,34
oregon-ducks,31
pittsburgh-panthers,31
colorado-buffaloes,25
houston-cougars,23
san-diego-state-aztecs,14
ucla-bruins,11
byu-cougars,7
appalachian-state-mountaineers,7
nebraska-cornhuskers,6
tulsa-golden-hurricane,5
texas-am-aggies,4
kentucky-wildcats,4
michigan-state-spartans,2
