Teams,Borda Points
alabama-crimson-tide,1513
ohio-state-buckeyes,1414
florida-state-seminoles,1396
usc-trojans,1326
clemson-tigers,1205
penn-state-nittany-lions,1198
oklahoma-sooners,1172
washington-huskies,1153
wisconsin-badgers,936
oklahoma-state-cowboys,903
michigan-wolverines,895
auburn-tigers,894
lsu-tigers,804
stanford-cardinal,718
louisville-cardinals,663
florida-gators,657
miami-fl-hurricanes,539
south-florida-bulls,376
kansas-state-wildcats,365
virginia-tech-hokies,285
west-virginia-mountaineers,246
texas-longhorns,207
washington-state-cougars,174
tennessee-volunteers,143
tcu-horned-frogs,120
utah-utes,104
notre-dame-fighting-irish,75
boise-state-broncos,48
northwestern-wildcats,34
north-carolina-state-wolfpack,33
oregon-ducks,31
pittsburgh-panthers,30
colorado-buffaloes,25
houston-cougars,22
san-diego-state-aztecs,14
ucla-bruins,11
byu-cougars,7
appalachian-state-mountaineers,7
nebraska-cornhuskers,6
tulsa-golden-hurricane,5
texas-am-aggies,4
kentucky-wildcats,4
michigan-state-spartans,2
