Teams,Borda Points
alabama-crimson-tide,1523
georgia-bulldogs,1465
ohio-state-buckeyes,1332
wisconsin-badgers,1256
notre-dame-fighting-irish,1254
clemson-tigers,1196
penn-state-nittany-lions,1189
oklahoma-sooners,1147
miami-fl-hurricanes,1075
tcu-horned-frogs,943
oklahoma-state-cowboys,936
washington-huskies,874
virginia-tech-hokies,837
iowa-state-cyclones,681
ucf-knights,660
auburn-tigers,586
usc-trojans,574
lsu-tigers,372
north-carolina-state-wolfpack,372
mississippi-state-bulldogs,318
memphis-tigers,313
arizona-wildcats,247
michigan-state-spartans,171
washington-state-cougars,154
south-florida-bulls,121
michigan-wolverines,102
toledo-rockets,27
south-carolina-gamecocks,16
west-virginia-mountaineers,15
san-diego-state-aztecs,4
boise-state-broncos,4
army-west-point-black-knights,3
