Teams,Borda Points
alabama-crimson-tide,1506
clemson-tigers,1475
oklahoma-sooners,1392
penn-state-nittany-lions,1325
georgia-bulldogs,1237
washington-huskies,1218
michigan-wolverines,1115
tcu-horned-frogs,1079
wisconsin-badgers,1028
ohio-state-buckeyes,1016
washington-state-cougars,980
auburn-tigers,804
miami-fl-hurricanes,783
usc-trojans,719
oklahoma-state-cowboys,673
virginia-tech-hokies,572
south-florida-bulls,480
san-diego-state-aztecs,421
utah-utes,404
notre-dame-fighting-irish,400
florida-gators,390
west-virginia-mountaineers,270
north-carolina-state-wolfpack,197
ucf-knights,163
oregon-ducks,29
florida-state-seminoles,20
georgia-tech-yellow-jackets,18
navy-midshipmen,12
texas-tech-red-raiders,12
stanford-cardinal,11
texas-am-aggies,4
kansas-state-wildcats,4
memphis-tigers,3
troy-trojans,2
maryland-terrapins,2
