Teams,Borda Points
alabama-crimson-tide,1504
clemson-tigers,1446
oklahoma-sooners,1432
penn-state-nittany-lions,1306
usc-trojans,1241
oklahoma-state-cowboys,1154
washington-huskies,1141
michigan-wolverines,1081
wisconsin-badgers,1031
ohio-state-buckeyes,1015
georgia-bulldogs,940
florida-state-seminoles,922
virginia-tech-hokies,730
miami-fl-hurricanes,606
auburn-tigers,598
tcu-horned-frogs,554
mississippi-state-bulldogs,533
washington-state-cougars,420
louisville-cardinals,357
florida-gators,316
south-florida-bulls,276
san-diego-state-aztecs,210
utah-utes,196
oregon-ducks,163
lsu-tigers,155
west-virginia-mountaineers,115
colorado-buffaloes,95
maryland-terrapins,87
notre-dame-fighting-irish,57
memphis-tigers,22
california-golden-bears,20
stanford-cardinal,17
kentucky-wildcats,13
kansas-state-wildcats,12
duke-blue-devils,11
tennessee-volunteers,7
texas-tech-red-raiders,4
iowa-hawkeyes,3
wake-forest-demon-deacons,2
houston-cougars,2
michigan-state-spartans,1
