Teams,Borda Points
alabama-crimson-tide,1523
georgia-bulldogs,1465
ohio-state-buckeyes,1332
wisconsin-badgers,1259
notre-dame-fighting-irish,1257
clemson-tigers,1200
penn-state-nittany-lions,1192
oklahoma-sooners,1156
miami-fl-hurricanes,1087
tcu-horned-frogs,959
washington-huskies,921
virginia-tech-hokies,888
iowa-state-cyclones,726
ucf-knights,714
auburn-tigers,637
usc-trojans,623
stanford-cardinal,492
lsu-tigers,391
north-carolina-state-wolfpack,389
mississippi-state-bulldogs,334
memphis-tigers,325
arizona-wildcats,254
michigan-state-spartans,177
washington-state-cougars,160
south-florida-bulls,127
michigan-wolverines,104
toledo-rockets,29
south-carolina-gamecocks,16
west-virginia-mountaineers,16
san-diego-state-aztecs,4
boise-state-broncos,4
army-west-point-black-knights,3
