Teams,Borda Points
alabama-crimson-tide,1525
penn-state-nittany-lions,1432
georgia-bulldogs,1417
tcu-horned-frogs,1322
wisconsin-badgers,1241
ohio-state-buckeyes,1184
clemson-tigers,1118
miami-fl-hurricanes,1109
oklahoma-sooners,1067
oklahoma-state-cowboys,906
usc-trojans,893
washington-huskies,821
notre-dame-fighting-irish,807
virginia-tech-hokies,740
washington-state-cougars,608
north-carolina-state-wolfpack,605
south-florida-bulls,605
michigan-state-spartans,580
ucf-knights,437
auburn-tigers,355
stanford-cardinal,327
west-virginia-mountaineers,209
lsu-tigers,137
memphis-tigers,93
san-diego-state-aztecs,76
texas-am-aggies,70
iowa-state-cyclones,25
virginia-cavaliers,15
kentucky-wildcats,11
utah-utes,6
mississippi-state-bulldogs,5
navy-midshipmen,3
south-carolina-gamecocks,3
iowa-hawkeyes,3
texas-tech-red-raiders,3
georgia-tech-yellow-jackets,2
florida-state-seminoles,2
marshall-thundering-herd,2
