Teams,Borda Points
alabama-crimson-tide,1507
clemson-tigers,1481
penn-state-nittany-lions,1370
georgia-bulldogs,1327
washington-huskies,1284
tcu-horned-frogs,1192
wisconsin-badgers,1127
washington-state-cougars,1094
ohio-state-buckeyes,1051
auburn-tigers,915
miami-fl-hurricanes,909
oklahoma-sooners,854
usc-trojans,797
oklahoma-state-cowboys,719
virginia-tech-hokies,626
notre-dame-fighting-irish,587
michigan-wolverines,562
south-florida-bulls,509
san-diego-state-aztecs,489
north-carolina-state-wolfpack,449
ucf-knights,316
stanford-cardinal,148
texas-tech-red-raiders,142
navy-midshipmen,111
georgia-tech-yellow-jackets,51
west-virginia-mountaineers,38
louisville-cardinals,37
utah-utes,25
lsu-tigers,12
florida-gators,12
iowa-state-cyclones,8
kentucky-wildcats,8
texas-am-aggies,5
memphis-tigers,4
