Teams,Borda Points
clemson-tigers,1506
oklahoma-sooners,1474
georgia-bulldogs,1409
alabama-crimson-tide,1307
ohio-state-buckeyes,1300
wisconsin-badgers,1162
auburn-tigers,1123
usc-trojans,1101
penn-state-nittany-lions,1008
ucf-knights,983
miami-fl-hurricanes,949
washington-huskies,821
tcu-horned-frogs,817
stanford-cardinal,638
notre-dame-fighting-irish,636
lsu-tigers,606
oklahoma-state-cowboys,562
michigan-state-spartans,512
memphis-tigers,495
washington-state-cougars,376
virginia-tech-hokies,368
south-florida-bulls,148
mississippi-state-bulldogs,141
boise-state-broncos,94
north-carolina-state-wolfpack,80
san-diego-state-aztecs,55
toledo-rockets,34
louisville-cardinals,16
florida-atlantic-owls,15
michigan-wolverines,11
fresno-state-bulldogs,10
missouri-tigers,4
troy-trojans,2
kansas-state-wildcats,2
