Teams,Borda Points
alabama-crimson-tide,1522
miami-fl-hurricanes,1433
oklahoma-sooners,1370
clemson-tigers,1355
wisconsin-badgers,1328
auburn-tigers,1203
georgia-bulldogs,1157
ohio-state-buckeyes,1064
notre-dame-fighting-irish,1024
tcu-horned-frogs,907
usc-trojans,893
penn-state-nittany-lions,889
ucf-knights,833
washington-state-cougars,702
washington-huskies,620
mississippi-state-bulldogs,584
memphis-tigers,504
oklahoma-state-cowboys,434
lsu-tigers,428
stanford-cardinal,425
michigan-state-spartans,383
northwestern-wildcats,258
virginia-tech-hokies,158
boise-state-broncos,119
michigan-wolverines,62
iowa-state-cyclones,52
south-carolina-gamecocks,37
san-diego-state-aztecs,11
north-carolina-state-wolfpack,10
wake-forest-demon-deacons,9
fresno-state-bulldogs,2
texas-am-aggies,1
