Teams,Borda Points
alabama-crimson-tide,1504
clemson-tigers,1446
oklahoma-sooners,1432
penn-state-nittany-lions,1306
usc-trojans,1241
oklahoma-state-cowboys,1154
washington-huskies,1141
michigan-wolverines,1081
wisconsin-badgers,1031
ohio-state-buckeyes,1015
georgia-bulldogs,940
florida-state-seminoles,923
virginia-tech-hokies,733
miami-fl-hurricanes,617
auburn-tigers,607
tcu-horned-frogs,570
mississippi-state-bulldogs,554
louisville-cardinals,391
florida-gators,340
south-florida-bulls,297
san-diego-state-aztecs,233
utah-utes,220
oregon-ducks,179
lsu-tigers,178
west-virginia-mountaineers,131
vanderbilt-commodores,109
colorado-buffaloes,106
maryland-terrapins,95
notre-dame-fighting-irish,63
memphis-tigers,27
california-golden-bears,22
stanford-cardinal,17
kansas-state-wildcats,15
kentucky-wildcats,14
duke-blue-devils,13
tennessee-volunteers,9
texas-tech-red-raiders,4
iowa-hawkeyes,3
wake-forest-demon-deacons,3
michigan-state-spartans,2
houston-cougars,2
