Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,3,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,lsu-tigers,oklahoma-sooners,florida-gators,notre-dame-fighting-irish,auburn-tigers,texas-longhorns,texas-am-aggies,oklahoma-state-cowboys,north-carolina-tar-heels,ucf-knights,cincinnati-bearcats,miami-fl-hurricanes,virginia-tech-hokies,west-virginia-mountaineers,louisville-cardinals,memphis-tigers,pittsburgh-panthers,army-west-point-black-knights,byu-cougars,southern-methodist-mustangs,louisiana-lafayette-ragin-cajuns,marshall-thundering-herd
adam-grosbard,2020,3,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,notre-dame-fighting-irish,auburn-tigers,lsu-tigers,florida-gators,oklahoma-state-cowboys,texas-longhorns,north-carolina-tar-heels,cincinnati-bearcats,texas-am-aggies,ucf-knights,miami-fl-hurricanes,memphis-tigers,tennessee-volunteers,louisiana-lafayette-ragin-cajuns,virginia-tech-hokies,byu-cougars,pittsburgh-panthers,baylor-bears,army-west-point-black-knights,marshall-thundering-herd,kentucky-wildcats
adam-zucker,2020,3,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,florida-gators,georgia-bulldogs,lsu-tigers,notre-dame-fighting-irish,texas-am-aggies,texas-longhorns,auburn-tigers,miami-fl-hurricanes,north-carolina-tar-heels,cincinnati-bearcats,byu-cougars,oklahoma-state-cowboys,ucf-knights,louisiana-lafayette-ragin-cajuns,virginia-tech-hokies,tennessee-volunteers,pittsburgh-panthers,kentucky-wildcats,baylor-bears,army-west-point-black-knights,memphis-tigers,marshall-thundering-herd
audrey-dahlgren,2020,3,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,lsu-tigers,georgia-bulldogs,florida-gators,notre-dame-fighting-irish,auburn-tigers,texas-longhorns,texas-am-aggies,oklahoma-state-cowboys,north-carolina-tar-heels,cincinnati-bearcats,ucf-knights,miami-fl-hurricanes,tennessee-volunteers,memphis-tigers,pittsburgh-panthers,louisiana-lafayette-ragin-cajuns,louisville-cardinals,army-west-point-black-knights,west-virginia-mountaineers,virginia-tech-hokies,baylor-bears,marshall-thundering-herd
blair-kerkhoff,2020,3,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,florida-gators,auburn-tigers,lsu-tigers,notre-dame-fighting-irish,texas-longhorns,texas-am-aggies,ucf-knights,north-carolina-tar-heels,oklahoma-state-cowboys,miami-fl-hurricanes,cincinnati-bearcats,memphis-tigers,tennessee-volunteers,virginia-tech-hokies,louisiana-lafayette-ragin-cajuns,kentucky-wildcats,byu-cougars,army-west-point-black-knights,pittsburgh-panthers,baylor-bears,marshall-thundering-herd
bob-asmussen,2020,3,clemson-tigers,alabama-crimson-tide,lsu-tigers,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-sooners,florida-gators,texas-am-aggies,texas-longhorns,auburn-tigers,miami-fl-hurricanes,ucf-knights,north-carolina-tar-heels,oklahoma-state-cowboys,cincinnati-bearcats,louisiana-lafayette-ragin-cajuns,memphis-tigers,pittsburgh-panthers,byu-cougars,kentucky-wildcats,tennessee-volunteers,army-west-point-black-knights,marshall-thundering-herd,virginia-tech-hokies,baylor-bears
brett-mcmurphy,2020,3,clemson-tigers,alabama-crimson-tide,florida-gators,oklahoma-sooners,lsu-tigers,georgia-bulldogs,notre-dame-fighting-irish,miami-fl-hurricanes,texas-am-aggies,texas-longhorns,auburn-tigers,ucf-knights,north-carolina-tar-heels,tennessee-volunteers,virginia-tech-hokies,louisiana-lafayette-ragin-cajuns,byu-cougars,cincinnati-bearcats,oklahoma-state-cowboys,memphis-tigers,kentucky-wildcats,army-west-point-black-knights,pittsburgh-panthers,marshall-thundering-herd,southern-methodist-mustangs
brian-howell,2020,3,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,notre-dame-fighting-irish,florida-gators,texas-am-aggies,lsu-tigers,georgia-bulldogs,auburn-tigers,texas-longhorns,cincinnati-bearcats,miami-fl-hurricanes,oklahoma-state-cowboys,north-carolina-tar-heels,memphis-tigers,tennessee-volunteers,ucf-knights,pittsburgh-panthers,virginia-tech-hokies,louisiana-lafayette-ragin-cajuns,marshall-thundering-herd,southern-methodist-mustangs,army-west-point-black-knights,byu-cougars,louisville-cardinals
brooks-kubena,2020,3,clemson-tigers,alabama-crimson-tide,lsu-tigers,florida-gators,oklahoma-sooners,georgia-bulldogs,notre-dame-fighting-irish,auburn-tigers,north-carolina-tar-heels,miami-fl-hurricanes,texas-longhorns,texas-am-aggies,oklahoma-state-cowboys,ucf-knights,cincinnati-bearcats,army-west-point-black-knights,memphis-tigers,byu-cougars,louisiana-lafayette-ragin-cajuns,pittsburgh-panthers,west-virginia-mountaineers,tennessee-volunteers,virginia-tech-hokies,southern-methodist-mustangs,arkansas-state-red-wolves
bryce-miller,2020,3,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,oklahoma-sooners,florida-gators,auburn-tigers,notre-dame-fighting-irish,texas-longhorns,texas-am-aggies,cincinnati-bearcats,ucf-knights,miami-fl-hurricanes,north-carolina-tar-heels,oklahoma-state-cowboys,memphis-tigers,tennessee-volunteers,virginia-tech-hokies,tcu-horned-frogs,pittsburgh-panthers,army-west-point-black-knights,kentucky-wildcats,baylor-bears,marshall-thundering-herd,louisiana-lafayette-ragin-cajuns
