Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,ohio-state-buckeyes,texas-am-aggies,florida-gators,cincinnati-bearcats,indiana-hoosiers,georgia-bulldogs,miami-fl-hurricanes,iowa-state-cyclones,coastal-carolina-chanticleers,oklahoma-sooners,northwestern-wildcats,byu-cougars,usc-trojans,louisiana-lafayette-ragin-cajuns,wisconsin-badgers,colorado-buffaloes,oklahoma-state-cowboys,iowa-hawkeyes,tulsa-golden-hurricane,north-carolina-tar-heels,texas-longhorns,san-jose-state-spartans
adam-grosbard,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,miami-fl-hurricanes,coastal-carolina-chanticleers,indiana-hoosiers,iowa-state-cyclones,byu-cougars,georgia-bulldogs,oklahoma-sooners,tulsa-golden-hurricane,louisiana-lafayette-ragin-cajuns,northwestern-wildcats,usc-trojans,liberty-flames,north-carolina-tar-heels,iowa-hawkeyes,texas-longhorns,colorado-buffaloes,wisconsin-badgers,marshall-thundering-herd
adam-zucker,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,indiana-hoosiers,iowa-state-cyclones,georgia-bulldogs,miami-fl-hurricanes,coastal-carolina-chanticleers,oklahoma-sooners,usc-trojans,northwestern-wildcats,tulsa-golden-hurricane,byu-cougars,iowa-hawkeyes,north-carolina-tar-heels,louisiana-lafayette-ragin-cajuns,colorado-buffaloes,wisconsin-badgers,san-jose-state-spartans,buffalo-bulls,liberty-flames
andy-greder,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,florida-gators,texas-am-aggies,cincinnati-bearcats,miami-fl-hurricanes,georgia-bulldogs,iowa-state-cyclones,indiana-hoosiers,coastal-carolina-chanticleers,byu-cougars,oklahoma-sooners,usc-trojans,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,wisconsin-badgers,iowa-hawkeyes,north-carolina-tar-heels,buffalo-bulls,liberty-flames,tulsa-golden-hurricane,north-carolina-state-wolfpack,colorado-buffaloes
audrey-dahlgren,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,miami-fl-hurricanes,indiana-hoosiers,georgia-bulldogs,coastal-carolina-chanticleers,iowa-state-cyclones,oklahoma-sooners,byu-cougars,northwestern-wildcats,usc-trojans,louisiana-lafayette-ragin-cajuns,tulsa-golden-hurricane,iowa-hawkeyes,liberty-flames,north-carolina-tar-heels,buffalo-bulls,colorado-buffaloes,north-carolina-state-wolfpack,wisconsin-badgers
blair-kerkhoff,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,ohio-state-buckeyes,texas-am-aggies,florida-gators,cincinnati-bearcats,miami-fl-hurricanes,indiana-hoosiers,iowa-state-cyclones,georgia-bulldogs,oklahoma-sooners,coastal-carolina-chanticleers,byu-cougars,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,usc-trojans,iowa-hawkeyes,north-carolina-tar-heels,tulsa-golden-hurricane,wisconsin-badgers,colorado-buffaloes,missouri-tigers,texas-longhorns,north-carolina-state-wolfpack
bob-asmussen,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,miami-fl-hurricanes,indiana-hoosiers,iowa-state-cyclones,georgia-bulldogs,coastal-carolina-chanticleers,oklahoma-sooners,usc-trojans,byu-cougars,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,iowa-hawkeyes,tulsa-golden-hurricane,north-carolina-tar-heels,buffalo-bulls,colorado-buffaloes,north-carolina-state-wolfpack,texas-longhorns,liberty-flames
brett-mcmurphy,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,ohio-state-buckeyes,clemson-tigers,texas-am-aggies,florida-gators,cincinnati-bearcats,indiana-hoosiers,miami-fl-hurricanes,iowa-state-cyclones,georgia-bulldogs,oklahoma-sooners,coastal-carolina-chanticleers,usc-trojans,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,colorado-buffaloes,byu-cougars,tulsa-golden-hurricane,iowa-hawkeyes,buffalo-bulls,san-jose-state-spartans,north-carolina-tar-heels,liberty-flames,texas-longhorns
brian-howell,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,ohio-state-buckeyes,cincinnati-bearcats,texas-am-aggies,florida-gators,coastal-carolina-chanticleers,miami-fl-hurricanes,oklahoma-sooners,indiana-hoosiers,byu-cougars,iowa-state-cyclones,georgia-bulldogs,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,liberty-flames,san-jose-state-spartans,colorado-buffaloes,usc-trojans,marshall-thundering-herd,tulsa-golden-hurricane,iowa-hawkeyes,buffalo-bulls,oklahoma-state-cowboys
brooks-kubena,2020,14,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,ohio-state-buckeyes,texas-am-aggies,florida-gators,coastal-carolina-chanticleers,indiana-hoosiers,cincinnati-bearcats,iowa-state-cyclones,oklahoma-sooners,miami-fl-hurricanes,usc-trojans,byu-cougars,georgia-bulldogs,louisiana-lafayette-ragin-cajuns,northwestern-wildcats,north-carolina-tar-heels,tulsa-golden-hurricane,texas-longhorns,iowa-hawkeyes,colorado-buffaloes,wisconsin-badgers,north-carolina-state-wolfpack,liberty-flames
