Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,1,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,alabama-crimson-tide,lsu-tigers,oklahoma-sooners,florida-gators,penn-state-nittany-lions,notre-dame-fighting-irish,oregon-ducks,auburn-tigers,texas-longhorns,wisconsin-badgers,texas-am-aggies,michigan-wolverines,oklahoma-state-cowboys,usc-trojans,minnesota-golden-gophers,utah-utes,north-carolina-tar-heels,ucf-knights,iowa-hawkeyes,cincinnati-bearcats,iowa-state-cyclones,virginia-tech-hokies
adam-grosbard,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,penn-state-nittany-lions,oregon-ducks,lsu-tigers,auburn-tigers,notre-dame-fighting-irish,florida-gators,wisconsin-badgers,oklahoma-state-cowboys,michigan-wolverines,minnesota-golden-gophers,cincinnati-bearcats,boise-state-broncos,iowa-hawkeyes,texas-am-aggies,usc-trojans,memphis-tigers,utah-utes,texas-longhorns,iowa-state-cyclones,ucf-knights
adam-zucker,2020,1,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,florida-gators,georgia-bulldogs,lsu-tigers,oregon-ducks,notre-dame-fighting-irish,texas-am-aggies,penn-state-nittany-lions,michigan-wolverines,texas-longhorns,wisconsin-badgers,auburn-tigers,usc-trojans,tennessee-volunteers,virginia-tech-hokies,cincinnati-bearcats,navy-midshipmen,minnesota-golden-gophers,north-carolina-tar-heels,oklahoma-state-cowboys,memphis-tigers,appalachian-state-mountaineers
andy-greder,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,penn-state-nittany-lions,lsu-tigers,florida-gators,oregon-ducks,wisconsin-badgers,notre-dame-fighting-irish,auburn-tigers,texas-am-aggies,michigan-wolverines,oklahoma-state-cowboys,minnesota-golden-gophers,texas-longhorns,north-carolina-tar-heels,usc-trojans,iowa-hawkeyes,iowa-state-cyclones,cincinnati-bearcats,virginia-tech-hokies,memphis-tigers,utah-utes
audrey-dahlgren,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,lsu-tigers,oregon-ducks,georgia-bulldogs,penn-state-nittany-lions,oklahoma-sooners,florida-gators,auburn-tigers,minnesota-golden-gophers,notre-dame-fighting-irish,texas-am-aggies,oklahoma-state-cowboys,wisconsin-badgers,iowa-state-cyclones,memphis-tigers,boise-state-broncos,michigan-wolverines,cincinnati-bearcats,north-carolina-tar-heels,baylor-bears,iowa-hawkeyes,texas-longhorns,tennessee-volunteers
blair-kerkhoff,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,oregon-ducks,penn-state-nittany-lions,oklahoma-sooners,florida-gators,georgia-bulldogs,lsu-tigers,auburn-tigers,oklahoma-state-cowboys,notre-dame-fighting-irish,wisconsin-badgers,texas-longhorns,michigan-wolverines,texas-am-aggies,north-carolina-tar-heels,usc-trojans,tennessee-volunteers,minnesota-golden-gophers,cincinnati-bearcats,ucf-knights,iowa-hawkeyes,iowa-state-cyclones,utah-utes
bob-asmussen,2020,1,clemson-tigers,lsu-tigers,ohio-state-buckeyes,oregon-ducks,alabama-crimson-tide,penn-state-nittany-lions,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-sooners,minnesota-golden-gophers,florida-gators,oklahoma-state-cowboys,texas-am-aggies,michigan-wolverines,auburn-tigers,texas-longhorns,usc-trojans,wisconsin-badgers,north-carolina-tar-heels,ucf-knights,utah-utes,iowa-state-cyclones,cincinnati-bearcats,iowa-hawkeyes,arizona-state-sun-devils
brett-mcmurphy,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,florida-gators,oklahoma-sooners,oregon-ducks,penn-state-nittany-lions,lsu-tigers,georgia-bulldogs,wisconsin-badgers,texas-am-aggies,notre-dame-fighting-irish,usc-trojans,auburn-tigers,iowa-state-cyclones,texas-longhorns,oklahoma-state-cowboys,michigan-wolverines,north-carolina-tar-heels,ucf-knights,washington-huskies,utah-utes,iowa-hawkeyes,tennessee-volunteers,virginia-tech-hokies
brian-howell,2020,1,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,penn-state-nittany-lions,oklahoma-sooners,notre-dame-fighting-irish,florida-gators,oregon-ducks,texas-am-aggies,lsu-tigers,georgia-bulldogs,wisconsin-badgers,usc-trojans,minnesota-golden-gophers,auburn-tigers,texas-longhorns,michigan-wolverines,cincinnati-bearcats,oklahoma-state-cowboys,north-carolina-tar-heels,memphis-tigers,tennessee-volunteers,california-golden-bears,arizona-state-sun-devils,ucf-knights
brooks-kubena,2020,1,clemson-tigers,lsu-tigers,ohio-state-buckeyes,alabama-crimson-tide,florida-gators,oregon-ducks,penn-state-nittany-lions,georgia-bulldogs,oklahoma-sooners,oklahoma-state-cowboys,auburn-tigers,north-carolina-tar-heels,texas-longhorns,notre-dame-fighting-irish,texas-am-aggies,wisconsin-badgers,boise-state-broncos,memphis-tigers,baylor-bears,usc-trojans,cincinnati-bearcats,minnesota-golden-gophers,michigan-wolverines,iowa-state-cyclones,utah-utes
