Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2020,16,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,ohio-state-buckeyes,texas-am-aggies,cincinnati-bearcats,florida-gators,oklahoma-sooners,indiana-hoosiers,georgia-bulldogs,coastal-carolina-chanticleers,north-carolina-tar-heels,iowa-state-cyclones,northwestern-wildcats,byu-cougars,louisiana-lafayette-ragin-cajuns,san-jose-state-spartans,miami-fl-hurricanes,iowa-hawkeyes,oklahoma-state-cowboys,tulsa-golden-hurricane,texas-longhorns,north-carolina-state-wolfpack,liberty-flames,usc-trojans
adam-grosbard,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,coastal-carolina-chanticleers,indiana-hoosiers,byu-cougars,oklahoma-sooners,florida-gators,georgia-bulldogs,iowa-state-cyclones,north-carolina-tar-heels,louisiana-lafayette-ragin-cajuns,san-jose-state-spartans,miami-fl-hurricanes,northwestern-wildcats,tulsa-golden-hurricane,oregon-ducks,iowa-hawkeyes,usc-trojans,liberty-flames,texas-longhorns,north-carolina-state-wolfpack
adam-zucker,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,florida-gators,cincinnati-bearcats,indiana-hoosiers,georgia-bulldogs,oklahoma-sooners,iowa-state-cyclones,northwestern-wildcats,coastal-carolina-chanticleers,usc-trojans,iowa-hawkeyes,north-carolina-tar-heels,tulsa-golden-hurricane,louisiana-lafayette-ragin-cajuns,san-jose-state-spartans,byu-cougars,miami-fl-hurricanes,texas-longhorns,army-west-point-black-knights,ball-state-cardinals,liberty-flames
andy-greder,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,indiana-hoosiers,florida-gators,coastal-carolina-chanticleers,georgia-bulldogs,oklahoma-sooners,iowa-state-cyclones,byu-cougars,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,iowa-hawkeyes,north-carolina-tar-heels,san-jose-state-spartans,miami-fl-hurricanes,liberty-flames,tulsa-golden-hurricane,north-carolina-state-wolfpack,texas-longhorns,usc-trojans,uab-blazers
audrey-dahlgren,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,indiana-hoosiers,coastal-carolina-chanticleers,florida-gators,oklahoma-sooners,iowa-state-cyclones,georgia-bulldogs,northwestern-wildcats,byu-cougars,north-carolina-tar-heels,louisiana-lafayette-ragin-cajuns,san-jose-state-spartans,iowa-hawkeyes,miami-fl-hurricanes,tulsa-golden-hurricane,texas-longhorns,liberty-flames,north-carolina-state-wolfpack,usc-trojans,uab-blazers
blair-kerkhoff,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,texas-am-aggies,notre-dame-fighting-irish,cincinnati-bearcats,oklahoma-sooners,indiana-hoosiers,florida-gators,coastal-carolina-chanticleers,georgia-bulldogs,iowa-state-cyclones,northwestern-wildcats,byu-cougars,north-carolina-tar-heels,louisiana-lafayette-ragin-cajuns,iowa-hawkeyes,miami-fl-hurricanes,texas-longhorns,oregon-ducks,usc-trojans,north-carolina-state-wolfpack,oklahoma-state-cowboys,san-jose-state-spartans,army-west-point-black-knights
bob-asmussen,2020,16,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,indiana-hoosiers,coastal-carolina-chanticleers,oklahoma-sooners,georgia-bulldogs,florida-gators,iowa-state-cyclones,byu-cougars,northwestern-wildcats,north-carolina-tar-heels,louisiana-lafayette-ragin-cajuns,iowa-hawkeyes,san-jose-state-spartans,miami-fl-hurricanes,north-carolina-state-wolfpack,texas-longhorns,usc-trojans,liberty-flames,army-west-point-black-knights,tulsa-golden-hurricane
brett-mcmurphy,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,oklahoma-sooners,florida-gators,indiana-hoosiers,georgia-bulldogs,coastal-carolina-chanticleers,northwestern-wildcats,iowa-state-cyclones,louisiana-lafayette-ragin-cajuns,usc-trojans,north-carolina-tar-heels,miami-fl-hurricanes,byu-cougars,san-jose-state-spartans,iowa-hawkeyes,texas-longhorns,north-carolina-state-wolfpack,liberty-flames,oregon-ducks,tulsa-golden-hurricane
brian-howell,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-am-aggies,cincinnati-bearcats,coastal-carolina-chanticleers,oklahoma-sooners,indiana-hoosiers,georgia-bulldogs,byu-cougars,iowa-state-cyclones,florida-gators,san-jose-state-spartans,northwestern-wildcats,louisiana-lafayette-ragin-cajuns,liberty-flames,north-carolina-tar-heels,miami-fl-hurricanes,iowa-hawkeyes,oregon-ducks,usc-trojans,texas-longhorns,oklahoma-state-cowboys,colorado-buffaloes
brooks-kubena,2020,16,alabama-crimson-tide,clemson-tigers,ohio-state-buckeyes,cincinnati-bearcats,texas-am-aggies,coastal-carolina-chanticleers,indiana-hoosiers,notre-dame-fighting-irish,oklahoma-sooners,florida-gators,georgia-bulldogs,byu-cougars,louisiana-lafayette-ragin-cajuns,iowa-state-cyclones,usc-trojans,north-carolina-tar-heels,northwestern-wildcats,miami-fl-hurricanes,iowa-hawkeyes,texas-longhorns,san-jose-state-spartans,north-dakota-state-bison,oklahoma-state-cowboys,liberty-flames,oregon-ducks
