Teams,Borda Points
ohio-state-buckeyes,1482
michigan-state-spartans,1397
ole-miss-rebels,1349
tcu-horned-frogs,1254
baylor-bears,1196
notre-dame-fighting-irish,1163
ucla-bruins,1156
georgia-bulldogs,1147
lsu-tigers,1075
utah-utes,1034
florida-state-seminoles,888
clemson-tigers,853
alabama-crimson-tide,850
texas-am-aggies,776
oklahoma-sooners,747
northwestern-wildcats,567
usc-trojans,511
stanford-cardinal,488
wisconsin-badgers,312
oklahoma-state-cowboys,283
mississippi-state-bulldogs,213
michigan-wolverines,212
west-virginia-mountaineers,183
california-golden-bears,153
florida-gators,142
oregon-ducks,66
arizona-wildcats,50
boise-state-broncos,40
texas-tech-red-raiders,39
iowa-hawkeyes,37
houston-cougars,24
duke-blue-devils,21
temple-owls,19
miami-fl-hurricanes,14
memphis-tigers,12
kansas-state-wildcats,12
navy-midshipmen,10
north-carolina-state-wolfpack,10
byu-cougars,5
minnesota-golden-gophers,5
tennessee-volunteers,5
