Teams,Borda Points
ohio-state-buckeyes,1523
alabama-crimson-tide,1423
tcu-horned-frogs,1366
michigan-state-spartans,1354
baylor-bears,1240
usc-trojans,1146
georgia-bulldogs,1031
notre-dame-fighting-irish,1012
florida-state-seminoles,973
ucla-bruins,928
clemson-tigers,926
oregon-ducks,834
lsu-tigers,787
georgia-tech-yellow-jackets,716
ole-miss-rebels,713
oklahoma-sooners,705
texas-am-aggies,703
auburn-tigers,520
byu-cougars,353
arizona-wildcats,344
utah-utes,293
missouri-tigers,266
northwestern-wildcats,172
wisconsin-badgers,162
oklahoma-state-cowboys,48
temple-owls,39
mississippi-state-bulldogs,33
tennessee-volunteers,32
toledo-rockets,29
kansas-state-wildcats,27
arizona-state-sun-devils,20
boise-state-broncos,17
houston-cougars,16
north-carolina-state-wolfpack,14
florida-gators,13
minnesota-golden-gophers,9
arkansas-razorbacks,6
california-golden-bears,5
iowa-hawkeyes,5
miami-fl-hurricanes,3
stanford-cardinal,3
virginia-tech-hokies,3
western-kentucky-hilltoppers,2
duke-blue-devils,1
