Teams,Borda Points
clemson-tigers,1518
alabama-crimson-tide,1469
iowa-hawkeyes,1325
notre-dame-fighting-irish,1317
oklahoma-sooners,1295
michigan-state-spartans,1286
baylor-bears,1161
ohio-state-buckeyes,1051
oklahoma-state-cowboys,995
florida-gators,926
north-carolina-tar-heels,900
michigan-wolverines,855
stanford-cardinal,816
florida-state-seminoles,681
tcu-horned-frogs,652
navy-midshipmen,650
northwestern-wildcats,596
oregon-ducks,473
ole-miss-rebels,372
washington-state-cougars,361
houston-cougars,289
mississippi-state-bulldogs,151
toledo-rockets,142
temple-owls,126
utah-utes,124
pittsburgh-panthers,70
lsu-tigers,46
texas-am-aggies,30
wisconsin-badgers,26
air-force-falcons,21
usc-trojans,10
western-kentucky-hilltoppers,8
georgia-bulldogs,7
arkansas-razorbacks,7
byu-cougars,4
tennessee-volunteers,3
south-florida-bulls,2
arkansas-state-red-wolves,2
west-virginia-mountaineers,2
