Teams,Borda Points
ohio-state-buckeyes,1482
michigan-state-spartans,1397
ole-miss-rebels,1349
tcu-horned-frogs,1254
baylor-bears,1196
notre-dame-fighting-irish,1163
ucla-bruins,1156
georgia-bulldogs,1147
lsu-tigers,1075
utah-utes,1034
florida-state-seminoles,889
clemson-tigers,854
alabama-crimson-tide,850
texas-am-aggies,777
oklahoma-sooners,747
northwestern-wildcats,567
usc-trojans,511
stanford-cardinal,488
wisconsin-badgers,318
oklahoma-state-cowboys,290
mississippi-state-bulldogs,218
michigan-wolverines,218
west-virginia-mountaineers,185
florida-gators,153
toledo-rockets,80
oregon-ducks,67
arizona-wildcats,51
iowa-hawkeyes,42
boise-state-broncos,40
texas-tech-red-raiders,39
houston-cougars,25
temple-owls,24
duke-blue-devils,20
miami-fl-hurricanes,18
memphis-tigers,14
kansas-state-wildcats,14
north-carolina-state-wolfpack,11
navy-midshipmen,9
byu-cougars,5
minnesota-golden-gophers,5
tennessee-volunteers,4
