Teams,Borda Points
clemson-tigers,1489
ohio-state-buckeyes,1460
alabama-crimson-tide,1376
baylor-bears,1351
oklahoma-state-cowboys,1256
notre-dame-fighting-irish,1219
stanford-cardinal,1144
iowa-hawkeyes,1091
lsu-tigers,1051
utah-utes,901
florida-gators,889
oklahoma-sooners,860
tcu-horned-frogs,843
michigan-state-spartans,810
michigan-wolverines,698
north-carolina-tar-heels,545
ucla-bruins,452
florida-state-seminoles,425
mississippi-state-bulldogs,405
temple-owls,363
navy-midshipmen,267
wisconsin-badgers,230
northwestern-wildcats,220
memphis-tigers,187
usc-trojans,126
byu-cougars,46
ole-miss-rebels,31
boise-state-broncos,8
texas-am-aggies,7
toledo-rockets,6
western-kentucky-hilltoppers,4
washington-state-cougars,4
