Teams,Borda Points
ohio-state-buckeyes,1467
baylor-bears,1409
clemson-tigers,1381
lsu-tigers,1346
tcu-horned-frogs,1338
michigan-state-spartans,1252
alabama-crimson-tide,1169
notre-dame-fighting-irish,1045
iowa-hawkeyes,997
florida-gators,963
oklahoma-state-cowboys,924
utah-utes,867
oklahoma-sooners,770
memphis-tigers,742
michigan-wolverines,672
florida-state-seminoles,630
houston-cougars,526
ole-miss-rebels,475
toledo-rockets,423
north-carolina-tar-heels,305
ucla-bruins,243
temple-owls,227
mississippi-state-bulldogs,189
texas-am-aggies,132
wisconsin-badgers,89
usc-trojans,74
byu-cougars,35
northwestern-wildcats,30
duke-blue-devils,9
penn-state-nittany-lions,8
boise-state-broncos,6
california-golden-bears,6
appalachian-state-mountaineers,5
tennessee-volunteers,3
pittsburgh-panthers,3
navy-midshipmen,2
washington-state-cougars,2
