Teams,Borda Points
ohio-state-buckeyes,1411
baylor-bears,1390
tcu-horned-frogs,1354
utah-utes,1350
clemson-tigers,1260
lsu-tigers,1231
michigan-state-spartans,1139
florida-gators,1075
texas-am-aggies,1046
alabama-crimson-tide,1034
florida-state-seminoles,937
michigan-wolverines,894
ole-miss-rebels,803
notre-dame-fighting-irish,766
stanford-cardinal,662
oklahoma-state-cowboys,614
iowa-hawkeyes,521
ucla-bruins,489
oklahoma-sooners,348
northwestern-wildcats,327
boise-state-broncos,267
toledo-rockets,246
california-golden-bears,216
duke-blue-devils,120
temple-owls,110
memphis-tigers,70
arizona-state-sun-devils,28
mississippi-state-bulldogs,20
georgia-bulldogs,16
texas-tech-red-raiders,10
byu-cougars,9
western-kentucky-hilltoppers,6
usc-trojans,6
kentucky-wildcats,4
penn-state-nittany-lions,4
navy-midshipmen,3
north-carolina-tar-heels,1
