Teams,Borda Points
ohio-state-buckeyes,1482
michigan-state-spartans,1397
ole-miss-rebels,1349
tcu-horned-frogs,1254
baylor-bears,1196
notre-dame-fighting-irish,1163
ucla-bruins,1156
georgia-bulldogs,1147
lsu-tigers,1075
utah-utes,1034
florida-state-seminoles,888
clemson-tigers,853
alabama-crimson-tide,850
texas-am-aggies,776
oklahoma-sooners,747
northwestern-wildcats,566
usc-trojans,510
stanford-cardinal,487
wisconsin-badgers,311
oklahoma-state-cowboys,282
mississippi-state-bulldogs,213
michigan-wolverines,212
west-virginia-mountaineers,180
california-golden-bears,152
florida-gators,144
toledo-rockets,70
oregon-ducks,64
arizona-wildcats,48
boise-state-broncos,40
iowa-hawkeyes,37
houston-cougars,24
duke-blue-devils,18
temple-owls,17
miami-fl-hurricanes,15
kansas-state-wildcats,12
memphis-tigers,11
north-carolina-state-wolfpack,10
navy-midshipmen,9
minnesota-golden-gophers,6
byu-cougars,5
tennessee-volunteers,5
