Teams,Borda Points
clemson-tigers,1518
alabama-crimson-tide,1469
iowa-hawkeyes,1325
notre-dame-fighting-irish,1317
oklahoma-sooners,1295
michigan-state-spartans,1286
baylor-bears,1161
ohio-state-buckeyes,1052
oklahoma-state-cowboys,995
florida-gators,926
north-carolina-tar-heels,900
michigan-wolverines,855
stanford-cardinal,817
florida-state-seminoles,682
tcu-horned-frogs,658
navy-midshipmen,651
northwestern-wildcats,600
oregon-ducks,491
ole-miss-rebels,389
houston-cougars,297
ucla-bruins,276
mississippi-state-bulldogs,160
toledo-rockets,147
temple-owls,131
utah-utes,126
pittsburgh-panthers,73
lsu-tigers,49
texas-am-aggies,32
wisconsin-badgers,27
air-force-falcons,20
usc-trojans,10
western-kentucky-hilltoppers,8
arkansas-razorbacks,7
georgia-bulldogs,6
byu-cougars,3
tennessee-volunteers,3
south-florida-bulls,2
arkansas-state-red-wolves,2
west-virginia-mountaineers,2
