Teams,Borda Points
clemson-tigers,1496
ohio-state-buckeyes,1460
alabama-crimson-tide,1424
oklahoma-state-cowboys,1301
notre-dame-fighting-irish,1286
iowa-hawkeyes,1216
oklahoma-sooners,1182
florida-gators,1055
michigan-state-spartans,1008
baylor-bears,946
tcu-horned-frogs,857
north-carolina-tar-heels,791
houston-cougars,790
michigan-wolverines,738
stanford-cardinal,668
florida-state-seminoles,559
lsu-tigers,549
utah-utes,514
navy-midshipmen,465
northwestern-wildcats,398
wisconsin-badgers,339
usc-trojans,202
oregon-ducks,174
washington-state-cougars,170
ole-miss-rebels,45
toledo-rockets,39
arkansas-razorbacks,35
mississippi-state-bulldogs,26
ucla-bruins,19
pittsburgh-panthers,15
temple-owls,14
georgia-bulldogs,8
texas-am-aggies,8
western-kentucky-hilltoppers,5
bowling-green-falcons,4
air-force-falcons,2
arkansas-state-red-wolves,2
