Teams,Borda Points
ohio-state-buckeyes,1523
alabama-crimson-tide,1426
tcu-horned-frogs,1373
michigan-state-spartans,1361
baylor-bears,1256
georgia-bulldogs,1074
notre-dame-fighting-irish,1054
florida-state-seminoles,1022
ucla-bruins,975
clemson-tigers,974
oregon-ducks,886
lsu-tigers,843
georgia-tech-yellow-jackets,774
ole-miss-rebels,771
oklahoma-sooners,764
texas-am-aggies,755
auburn-tigers,570
byu-cougars,408
arizona-wildcats,398
utah-utes,348
missouri-tigers,313
northwestern-wildcats,215
wisconsin-badgers,197
oklahoma-state-cowboys,62
temple-owls,57
west-virginia-mountaineers,47
mississippi-state-bulldogs,43
tennessee-volunteers,42
toledo-rockets,39
kansas-state-wildcats,35
arizona-state-sun-devils,28
houston-cougars,24
boise-state-broncos,24
north-carolina-state-wolfpack,17
florida-gators,17
minnesota-golden-gophers,11
arkansas-razorbacks,8
california-golden-bears,7
iowa-hawkeyes,7
miami-fl-hurricanes,4
stanford-cardinal,4
western-kentucky-hilltoppers,3
virginia-tech-hokies,3
duke-blue-devils,2
