Teams,Borda Points
ohio-state-buckeyes,1523
alabama-crimson-tide,1423
tcu-horned-frogs,1366
michigan-state-spartans,1354
baylor-bears,1242
usc-trojans,1149
georgia-bulldogs,1036
notre-dame-fighting-irish,1019
florida-state-seminoles,984
ucla-bruins,939
clemson-tigers,937
oregon-ducks,851
lsu-tigers,813
ole-miss-rebels,748
texas-am-aggies,743
oklahoma-sooners,740
auburn-tigers,549
byu-cougars,404
arizona-wildcats,396
utah-utes,344
missouri-tigers,312
northwestern-wildcats,213
wisconsin-badgers,196
oklahoma-state-cowboys,62
temple-owls,57
west-virginia-mountaineers,47
mississippi-state-bulldogs,43
tennessee-volunteers,41
toledo-rockets,39
kansas-state-wildcats,35
arizona-state-sun-devils,28
houston-cougars,24
boise-state-broncos,24
north-carolina-state-wolfpack,17
florida-gators,17
minnesota-golden-gophers,11
arkansas-razorbacks,8
california-golden-bears,7
iowa-hawkeyes,7
miami-fl-hurricanes,4
stanford-cardinal,4
western-kentucky-hilltoppers,3
virginia-tech-hokies,3
duke-blue-devils,2
