Teams,Borda Points
ohio-state-buckeyes,1490
michigan-state-spartans,1415
tcu-horned-frogs,1345
ole-miss-rebels,1345
baylor-bears,1213
notre-dame-fighting-irish,1183
georgia-bulldogs,1162
lsu-tigers,1088
ucla-bruins,981
florida-state-seminoles,953
clemson-tigers,903
alabama-crimson-tide,882
oregon-ducks,855
texas-am-aggies,798
oklahoma-sooners,782
arizona-wildcats,490
northwestern-wildcats,471
utah-utes,443
usc-trojans,370
georgia-tech-yellow-jackets,354
stanford-cardinal,290
byu-cougars,178
wisconsin-badgers,174
oklahoma-state-cowboys,153
missouri-tigers,137
mississippi-state-bulldogs,54
west-virginia-mountaineers,48
california-golden-bears,40
toledo-rockets,36
arizona-state-sun-devils,25
houston-cougars,23
auburn-tigers,21
temple-owls,20
texas-tech-red-raiders,20
boise-state-broncos,17
miami-fl-hurricanes,14
iowa-hawkeyes,11
kansas-state-wildcats,8
florida-gators,7
north-carolina-state-wolfpack,5
minnesota-golden-gophers,4
virginia-tech-hokies,4
memphis-tigers,1
