Teams,Borda Points
ohio-state-buckeyes,1411
baylor-bears,1390
tcu-horned-frogs,1354
utah-utes,1350
clemson-tigers,1260
lsu-tigers,1231
michigan-state-spartans,1139
florida-gators,1075
texas-am-aggies,1046
alabama-crimson-tide,1034
florida-state-seminoles,937
michigan-wolverines,894
ole-miss-rebels,803
notre-dame-fighting-irish,766
stanford-cardinal,662
oklahoma-state-cowboys,614
iowa-hawkeyes,521
ucla-bruins,487
oklahoma-sooners,343
northwestern-wildcats,317
boise-state-broncos,261
toledo-rockets,237
california-golden-bears,204
houston-cougars,121
duke-blue-devils,114
temple-owls,97
memphis-tigers,60
arizona-state-sun-devils,28
mississippi-state-bulldogs,19
georgia-bulldogs,16
texas-tech-red-raiders,10
western-kentucky-hilltoppers,5
usc-trojans,5
kentucky-wildcats,4
penn-state-nittany-lions,4
navy-midshipmen,3
north-carolina-tar-heels,1
