Teams,Borda Points
ohio-state-buckeyes,1484
michigan-state-spartans,1412
ole-miss-rebels,1371
baylor-bears,1236
notre-dame-fighting-irish,1206
ucla-bruins,1192
georgia-bulldogs,1191
lsu-tigers,1122
utah-utes,1078
florida-state-seminoles,947
clemson-tigers,913
alabama-crimson-tide,905
texas-am-aggies,835
oklahoma-sooners,806
northwestern-wildcats,624
usc-trojans,570
stanford-cardinal,542
wisconsin-badgers,360
oklahoma-state-cowboys,333
mississippi-state-bulldogs,254
michigan-wolverines,251
west-virginia-mountaineers,216
california-golden-bears,188
florida-gators,180
toledo-rockets,93
oregon-ducks,77
arizona-wildcats,61
iowa-hawkeyes,48
boise-state-broncos,47
texas-tech-red-raiders,46
houston-cougars,29
temple-owls,27
duke-blue-devils,25
miami-fl-hurricanes,20
memphis-tigers,18
kansas-state-wildcats,15
north-carolina-state-wolfpack,13
navy-midshipmen,12
byu-cougars,6
minnesota-golden-gophers,6
tennessee-volunteers,5
