Teams,Borda Points
ohio-state-buckeyes,1444
tcu-horned-frogs,1371
baylor-bears,1364
michigan-state-spartans,1291
utah-utes,1254
clemson-tigers,1217
lsu-tigers,1212
alabama-crimson-tide,1026
texas-am-aggies,1009
oklahoma-sooners,976
florida-gators,935
florida-state-seminoles,922
northwestern-wildcats,753
ole-miss-rebels,731
notre-dame-fighting-irish,721
stanford-cardinal,617
usc-trojans,499
michigan-wolverines,452
georgia-bulldogs,441
ucla-bruins,416
oklahoma-state-cowboys,332
iowa-hawkeyes,254
california-golden-bears,234
toledo-rockets,87
boise-state-broncos,65
oregon-ducks,39
houston-cougars,31
duke-blue-devils,31
temple-owls,23
navy-midshipmen,19
memphis-tigers,19
arizona-state-sun-devils,15
mississippi-state-bulldogs,11
west-virginia-mountaineers,8
byu-cougars,3
kansas-state-wildcats,1
missouri-tigers,1
