Teams,Borda Points
ohio-state-buckeyes,1482
michigan-state-spartans,1397
ole-miss-rebels,1349
tcu-horned-frogs,1254
baylor-bears,1196
notre-dame-fighting-irish,1163
ucla-bruins,1156
georgia-bulldogs,1147
lsu-tigers,1075
utah-utes,1034
florida-state-seminoles,888
clemson-tigers,853
alabama-crimson-tide,850
texas-am-aggies,777
oklahoma-sooners,747
northwestern-wildcats,567
usc-trojans,510
stanford-cardinal,487
wisconsin-badgers,312
oklahoma-state-cowboys,284
mississippi-state-bulldogs,214
michigan-wolverines,211
west-virginia-mountaineers,181
california-golden-bears,152
florida-gators,143
toledo-rockets,72
oregon-ducks,66
boise-state-broncos,38
iowa-hawkeyes,37
texas-tech-red-raiders,37
houston-cougars,23
duke-blue-devils,20
temple-owls,19
miami-fl-hurricanes,15
kansas-state-wildcats,12
memphis-tigers,11
north-carolina-state-wolfpack,10
navy-midshipmen,9
byu-cougars,5
minnesota-golden-gophers,5
tennessee-volunteers,4
