Teams,Borda Points
ohio-state-buckeyes,1428
baylor-bears,1416
utah-utes,1362
tcu-horned-frogs,1338
lsu-tigers,1306
clemson-tigers,1252
michigan-state-spartans,1202
alabama-crimson-tide,1133
florida-state-seminoles,1041
stanford-cardinal,917
notre-dame-fighting-irish,898
iowa-hawkeyes,820
florida-gators,786
oklahoma-state-cowboys,735
texas-am-aggies,619
michigan-wolverines,617
oklahoma-sooners,567
memphis-tigers,557
toledo-rockets,358
california-golden-bears,353
houston-cougars,333
duke-blue-devils,228
ole-miss-rebels,179
pittsburgh-panthers,88
mississippi-state-bulldogs,82
byu-cougars,25
ucla-bruins,24
north-carolina-tar-heels,24
texas-tech-red-raiders,19
georgia-bulldogs,16
utah-state-aggies,11
western-kentucky-hilltoppers,11
arizona-state-sun-devils,10
wisconsin-badgers,9
northwestern-wildcats,6
