Teams,Borda Points
clemson-tigers,1496
ohio-state-buckeyes,1460
alabama-crimson-tide,1424
oklahoma-state-cowboys,1301
notre-dame-fighting-irish,1286
iowa-hawkeyes,1216
oklahoma-sooners,1182
florida-gators,1055
michigan-state-spartans,1008
baylor-bears,946
tcu-horned-frogs,857
north-carolina-tar-heels,791
houston-cougars,790
michigan-wolverines,738
stanford-cardinal,668
florida-state-seminoles,559
lsu-tigers,549
utah-utes,515
navy-midshipmen,465
northwestern-wildcats,398
wisconsin-badgers,338
usc-trojans,205
oregon-ducks,174
washington-state-cougars,168
ole-miss-rebels,47
arkansas-razorbacks,35
memphis-tigers,35
mississippi-state-bulldogs,25
ucla-bruins,18
pittsburgh-panthers,16
temple-owls,15
georgia-bulldogs,9
texas-am-aggies,8
western-kentucky-hilltoppers,6
bowling-green-falcons,4
arkansas-state-red-wolves,2
air-force-falcons,1
