Teams,Borda Points
ohio-state-buckeyes,1411
baylor-bears,1390
tcu-horned-frogs,1354
utah-utes,1350
clemson-tigers,1260
lsu-tigers,1231
michigan-state-spartans,1139
florida-gators,1075
texas-am-aggies,1046
alabama-crimson-tide,1034
florida-state-seminoles,938
michigan-wolverines,898
ole-miss-rebels,807
notre-dame-fighting-irish,773
stanford-cardinal,672
oklahoma-state-cowboys,627
ucla-bruins,513
oklahoma-sooners,392
northwestern-wildcats,365
boise-state-broncos,309
toledo-rockets,288
california-golden-bears,247
houston-cougars,158
duke-blue-devils,143
temple-owls,131
memphis-tigers,84
arizona-state-sun-devils,32
mississippi-state-bulldogs,23
georgia-bulldogs,20
texas-tech-red-raiders,13
byu-cougars,9
western-kentucky-hilltoppers,8
usc-trojans,7
kentucky-wildcats,6
penn-state-nittany-lions,5
navy-midshipmen,4
north-carolina-tar-heels,2
