Teams,Borda Points
clemson-tigers,1511
alabama-crimson-tide,1469
oklahoma-sooners,1367
iowa-hawkeyes,1345
michigan-state-spartans,1318
ohio-state-buckeyes,1197
stanford-cardinal,1137
north-carolina-tar-heels,1085
notre-dame-fighting-irish,1022
florida-state-seminoles,951
tcu-horned-frogs,927
baylor-bears,842
northwestern-wildcats,711
oklahoma-state-cowboys,699
oregon-ducks,618
ole-miss-rebels,588
houston-cougars,571
florida-gators,566
michigan-wolverines,522
temple-owls,288
utah-utes,265
lsu-tigers,222
usc-trojans,214
wisconsin-badgers,144
georgia-bulldogs,57
western-kentucky-hilltoppers,34
byu-cougars,22
arkansas-razorbacks,17
memphis-tigers,13
washington-state-cougars,12
tennessee-volunteers,11
south-florida-bulls,10
mississippi-state-bulldogs,6
san-diego-state-aztecs,4
ucla-bruins,4
arkansas-state-red-wolves,3
toledo-rockets,2
west-virginia-mountaineers,2
