Teams,Borda Points
ohio-state-buckeyes,1428
baylor-bears,1416
utah-utes,1362
tcu-horned-frogs,1338
lsu-tigers,1306
clemson-tigers,1252
michigan-state-spartans,1202
alabama-crimson-tide,1133
florida-state-seminoles,1041
stanford-cardinal,917
notre-dame-fighting-irish,898
iowa-hawkeyes,820
florida-gators,785
oklahoma-state-cowboys,735
texas-am-aggies,614
michigan-wolverines,614
oklahoma-sooners,566
memphis-tigers,554
toledo-rockets,348
california-golden-bears,338
houston-cougars,319
temple-owls,218
duke-blue-devils,211
ole-miss-rebels,158
pittsburgh-panthers,73
mississippi-state-bulldogs,64
byu-cougars,21
ucla-bruins,18
north-carolina-tar-heels,17
texas-tech-red-raiders,14
georgia-bulldogs,12
western-kentucky-hilltoppers,11
wisconsin-badgers,9
utah-state-aggies,7
northwestern-wildcats,4
