Teams,Borda Points
ohio-state-buckeyes,1525
tcu-horned-frogs,1429
alabama-crimson-tide,1322
baylor-bears,1264
michigan-state-spartans,1257
auburn-tigers,1194
oregon-ducks,1158
usc-trojans,1087
georgia-bulldogs,992
florida-state-seminoles,962
notre-dame-fighting-irish,876
clemson-tigers,865
ucla-bruins,703
lsu-tigers,684
arizona-state-sun-devils,619
georgia-tech-yellow-jackets,601
ole-miss-rebels,576
arkansas-razorbacks,436
wisconsin-badgers,416
stanford-cardinal,380
arizona-wildcats,328
boise-state-broncos,273
missouri-tigers,251
tennessee-volunteers,136
mississippi-state-bulldogs,118
texas-am-aggies,74
oklahoma-state-cowboys,56
virginia-tech-hokies,50
utah-utes,42
penn-state-nittany-lions,25
louisville-cardinals,14
nebraska-cornhuskers,10
cincinnati-bearcats,8
kansas-state-wildcats,7
florida-gators,6
north-carolina-state-wolfpack,5
texas-longhorns,4
byu-cougars,4
michigan-wolverines,3
western-kentucky-hilltoppers,2
northern-illinois-huskies,2
west-virginia-mountaineers,2
california-golden-bears,2
