Teams,Borda Points
clemson-tigers,1489
ohio-state-buckeyes,1460
alabama-crimson-tide,1376
baylor-bears,1351
oklahoma-state-cowboys,1256
notre-dame-fighting-irish,1219
stanford-cardinal,1144
iowa-hawkeyes,1091
lsu-tigers,1050
utah-utes,900
florida-gators,887
oklahoma-sooners,858
tcu-horned-frogs,841
michigan-state-spartans,807
michigan-wolverines,684
houston-cougars,562
north-carolina-tar-heels,508
ucla-bruins,405
florida-state-seminoles,386
mississippi-state-bulldogs,365
temple-owls,319
navy-midshipmen,223
wisconsin-badgers,199
northwestern-wildcats,191
usc-trojans,111
byu-cougars,38
ole-miss-rebels,30
boise-state-broncos,6
texas-am-aggies,6
toledo-rockets,5
western-kentucky-hilltoppers,4
washington-state-cougars,3
