Teams,Borda Points
ohio-state-buckeyes,1428
baylor-bears,1416
utah-utes,1362
tcu-horned-frogs,1338
lsu-tigers,1306
clemson-tigers,1252
michigan-state-spartans,1202
alabama-crimson-tide,1133
florida-state-seminoles,1041
stanford-cardinal,917
notre-dame-fighting-irish,899
iowa-hawkeyes,820
florida-gators,787
oklahoma-state-cowboys,736
michigan-wolverines,623
texas-am-aggies,621
oklahoma-sooners,574
memphis-tigers,561
california-golden-bears,369
houston-cougars,356
temple-owls,258
duke-blue-devils,247
ole-miss-rebels,192
pittsburgh-panthers,89
mississippi-state-bulldogs,84
ucla-bruins,24
byu-cougars,24
north-carolina-tar-heels,23
texas-tech-red-raiders,18
georgia-bulldogs,17
western-kentucky-hilltoppers,14
utah-state-aggies,10
arizona-state-sun-devils,10
wisconsin-badgers,9
northwestern-wildcats,7
