Teams,Borda Points
clemson-tigers,1489
ohio-state-buckeyes,1460
alabama-crimson-tide,1376
baylor-bears,1351
oklahoma-state-cowboys,1256
notre-dame-fighting-irish,1219
stanford-cardinal,1144
iowa-hawkeyes,1091
lsu-tigers,1050
utah-utes,900
florida-gators,888
oklahoma-sooners,858
tcu-horned-frogs,844
michigan-state-spartans,810
michigan-wolverines,690
houston-cougars,583
ucla-bruins,447
florida-state-seminoles,419
mississippi-state-bulldogs,404
temple-owls,361
navy-midshipmen,264
wisconsin-badgers,228
northwestern-wildcats,218
memphis-tigers,186
usc-trojans,124
byu-cougars,46
ole-miss-rebels,31
boise-state-broncos,7
toledo-rockets,6
texas-am-aggies,6
western-kentucky-hilltoppers,4
washington-state-cougars,4
