Teams,Borda Points
ohio-state-buckeyes,1441
baylor-bears,1433
utah-utes,1390
lsu-tigers,1344
clemson-tigers,1298
michigan-state-spartans,1249
alabama-crimson-tide,1188
florida-state-seminoles,1101
stanford-cardinal,978
notre-dame-fighting-irish,959
iowa-hawkeyes,881
florida-gators,845
oklahoma-state-cowboys,796
texas-am-aggies,675
michigan-wolverines,673
oklahoma-sooners,626
memphis-tigers,615
toledo-rockets,404
california-golden-bears,396
houston-cougars,378
temple-owls,272
duke-blue-devils,262
ole-miss-rebels,203
pittsburgh-panthers,97
mississippi-state-bulldogs,89
byu-cougars,27
ucla-bruins,25
north-carolina-tar-heels,25
texas-tech-red-raiders,20
georgia-bulldogs,19
western-kentucky-hilltoppers,14
arizona-state-sun-devils,12
wisconsin-badgers,11
utah-state-aggies,11
northwestern-wildcats,7
