Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1464
stanford-cardinal,1360
ohio-state-buckeyes,1342
oklahoma-sooners,1270
michigan-state-spartans,1227
tcu-horned-frogs,1098
houston-cougars,1050
iowa-hawkeyes,981
ole-miss-rebels,975
notre-dame-fighting-irish,953
michigan-wolverines,911
baylor-bears,820
florida-state-seminoles,631
north-carolina-tar-heels,563
lsu-tigers,546
utah-utes,503
navy-midshipmen,468
oregon-ducks,396
oklahoma-state-cowboys,378
wisconsin-badgers,337
tennessee-volunteers,269
northwestern-wildcats,215
florida-gators,132
georgia-bulldogs,115
san-diego-state-aztecs,54
washington-state-cougars,53
mississippi-state-bulldogs,53
toledo-rockets,35
arkansas-razorbacks,28
appalachian-state-mountaineers,12
usc-trojans,10
boise-state-broncos,4
duke-blue-devils,3
temple-owls,2
byu-cougars,2
