Teams,Borda Points
ohio-state-buckeyes,1444
tcu-horned-frogs,1371
baylor-bears,1364
michigan-state-spartans,1291
utah-utes,1254
clemson-tigers,1217
lsu-tigers,1212
alabama-crimson-tide,1026
texas-am-aggies,1009
oklahoma-sooners,976
florida-gators,936
florida-state-seminoles,922
northwestern-wildcats,754
ole-miss-rebels,731
notre-dame-fighting-irish,722
stanford-cardinal,617
usc-trojans,499
michigan-wolverines,455
georgia-bulldogs,444
ucla-bruins,418
oklahoma-state-cowboys,334
iowa-hawkeyes,259
california-golden-bears,236
toledo-rockets,94
oregon-ducks,40
duke-blue-devils,36
houston-cougars,33
temple-owls,25
navy-midshipmen,21
memphis-tigers,21
arizona-state-sun-devils,16
mississippi-state-bulldogs,13
west-virginia-mountaineers,8
texas-tech-red-raiders,4
byu-cougars,3
kansas-state-wildcats,1
missouri-tigers,1
