TeamA,TeamB,A>B,B>A
alabama-crimson-tide,appalachian-state-mountaineers,60,0
alabama-crimson-tide,auburn-tigers,60,0
alabama-crimson-tide,cincinnati-bearcats,60,0
alabama-crimson-tide,clemson-tigers,59,1
alabama-crimson-tide,colorado-buffaloes,60,0
alabama-crimson-tide,florida-gators,60,0
alabama-crimson-tide,georgia-bulldogs,59,1
alabama-crimson-tide,hawaii-warriors,60,0
alabama-crimson-tide,iowa-hawkeyes,60,0
alabama-crimson-tide,kentucky-wildcats,60,0
alabama-crimson-tide,lsu-tigers,60,0
alabama-crimson-tide,miami-fl-hurricanes,60,0
alabama-crimson-tide,michigan-wolverines,60,0
alabama-crimson-tide,mississippi-state-bulldogs,60,0
alabama-crimson-tide,north-carolina-state-wolfpack,60,0
alabama-crimson-tide,notre-dame-fighting-irish,60,0
alabama-crimson-tide,ohio-state-buckeyes,59,1
alabama-crimson-tide,oklahoma-sooners,60,0
alabama-crimson-tide,oregon-ducks,60,0
alabama-crimson-tide,penn-state-nittany-lions,60,0
alabama-crimson-tide,san-diego-state-aztecs,60,0
alabama-crimson-tide,south-carolina-gamecocks,60,0
alabama-crimson-tide,south-florida-bulls,60,0
alabama-crimson-tide,stanford-cardinal,60,0
alabama-crimson-tide,tcu-horned-frogs,60,0
alabama-crimson-tide,texas-am-aggies,60,0
alabama-crimson-tide,texas-longhorns,60,0
alabama-crimson-tide,ucf-knights,60,0
alabama-crimson-tide,utah-state-aggies,60,0
alabama-crimson-tide,utah-utes,60,0
alabama-crimson-tide,washington-huskies,60,0
alabama-crimson-tide,washington-state-cougars,60,0
alabama-crimson-tide,west-virginia-mountaineers,60,0
alabama-crimson-tide,wisconsin-badgers,60,0
appalachian-state-mountaineers,auburn-tigers,0,57
appalachian-state-mountaineers,cincinnati-bearcats,3,38
appalachian-state-mountaineers,clemson-tigers,0,60
appalachian-state-mountaineers,colorado-buffaloes,0,58
appalachian-state-mountaineers,florida-gators,0,60
appalachian-state-mountaineers,georgia-bulldogs,0,60
appalachian-state-mountaineers,hawaii-warriors,4,1
appalachian-state-mountaineers,iowa-hawkeyes,4,28
appalachian-state-mountaineers,kentucky-wildcats,0,58
appalachian-state-mountaineers,lsu-tigers,0,60
appalachian-state-mountaineers,miami-fl-hurricanes,0,59
appalachian-state-mountaineers,michigan-wolverines,0,60
appalachian-state-mountaineers,mississippi-state-bulldogs,2,36
appalachian-state-mountaineers,north-carolina-state-wolfpack,1,58
appalachian-state-mountaineers,notre-dame-fighting-irish,0,60
appalachian-state-mountaineers,ohio-state-buckeyes,0,60
appalachian-state-mountaineers,oklahoma-sooners,0,60
appalachian-state-mountaineers,oregon-ducks,0,58
appalachian-state-mountaineers,penn-state-nittany-lions,0,60
appalachian-state-mountaineers,san-diego-state-aztecs,4,11
appalachian-state-mountaineers,south-carolina-gamecocks,4,1
appalachian-state-mountaineers,south-florida-bulls,4,36
appalachian-state-mountaineers,stanford-cardinal,2,12
appalachian-state-mountaineers,tcu-horned-frogs,4,6
appalachian-state-mountaineers,texas-am-aggies,3,50
appalachian-state-mountaineers,texas-longhorns,0,60
appalachian-state-mountaineers,ucf-knights,0,60
appalachian-state-mountaineers,utah-state-aggies,4,4
appalachian-state-mountaineers,utah-utes,4,1
appalachian-state-mountaineers,washington-huskies,0,60
appalachian-state-mountaineers,washington-state-cougars,4,18
appalachian-state-mountaineers,west-virginia-mountaineers,0,60
appalachian-state-mountaineers,wisconsin-badgers,0,59
auburn-tigers,cincinnati-bearcats,49,11
auburn-tigers,clemson-tigers,0,60
auburn-tigers,colorado-buffaloes,26,34
auburn-tigers,florida-gators,4,56
auburn-tigers,georgia-bulldogs,0,60
auburn-tigers,hawaii-warriors,57,1
auburn-tigers,iowa-hawkeyes,51,9
auburn-tigers,kentucky-wildcats,16,44
auburn-tigers,lsu-tigers,0,60
auburn-tigers,miami-fl-hurricanes,10,50
auburn-tigers,michigan-wolverines,0,60
auburn-tigers,mississippi-state-bulldogs,39,19
