Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2015,1,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,auburn-tigers,baylor-bears,michigan-state-spartans,usc-trojans,oregon-ducks,florida-state-seminoles,clemson-tigers,georgia-bulldogs,arizona-state-sun-devils,notre-dame-fighting-irish,ole-miss-rebels,boise-state-broncos,arizona-wildcats,ucla-bruins,lsu-tigers,georgia-tech-yellow-jackets,oklahoma-sooners,missouri-tigers,stanford-cardinal,mississippi-state-bulldogs,oklahoma-state-cowboys,wisconsin-badgers
adam-zucker,2015,1,ohio-state-buckeyes,auburn-tigers,alabama-crimson-tide,tcu-horned-frogs,michigan-state-spartans,baylor-bears,oregon-ducks,florida-state-seminoles,notre-dame-fighting-irish,georgia-bulldogs,usc-trojans,georgia-tech-yellow-jackets,arizona-state-sun-devils,arkansas-razorbacks,ole-miss-rebels,ucla-bruins,clemson-tigers,lsu-tigers,wisconsin-badgers,stanford-cardinal,texas-am-aggies,mississippi-state-bulldogs,tennessee-volunteers,louisville-cardinals,oklahoma-sooners
bob-asmussen,2015,1,ohio-state-buckeyes,tcu-horned-frogs,baylor-bears,alabama-crimson-tide,usc-trojans,auburn-tigers,michigan-state-spartans,notre-dame-fighting-irish,ole-miss-rebels,georgia-bulldogs,oregon-ducks,florida-state-seminoles,ucla-bruins,arizona-state-sun-devils,lsu-tigers,clemson-tigers,oklahoma-sooners,georgia-tech-yellow-jackets,texas-am-aggies,arkansas-razorbacks,wisconsin-badgers,stanford-cardinal,boise-state-broncos,missouri-tigers,florida-gators
brent-axe,2015,1,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,michigan-state-spartans,notre-dame-fighting-irish,baylor-bears,georgia-bulldogs,usc-trojans,oregon-ducks,auburn-tigers,clemson-tigers,florida-state-seminoles,ucla-bruins,lsu-tigers,arizona-wildcats,stanford-cardinal,arizona-state-sun-devils,boise-state-broncos,virginia-tech-hokies,missouri-tigers,oklahoma-sooners,arkansas-razorbacks,georgia-tech-yellow-jackets,wisconsin-badgers,tennessee-volunteers
brett-mcmurphy,2015,1,ohio-state-buckeyes,tcu-horned-frogs,baylor-bears,usc-trojans,michigan-state-spartans,oregon-ducks,auburn-tigers,notre-dame-fighting-irish,alabama-crimson-tide,clemson-tigers,arizona-state-sun-devils,ucla-bruins,lsu-tigers,georgia-tech-yellow-jackets,georgia-bulldogs,oklahoma-sooners,florida-state-seminoles,arkansas-razorbacks,stanford-cardinal,arizona-wildcats,ole-miss-rebels,wisconsin-badgers,oklahoma-state-cowboys,virginia-tech-hokies,tennessee-volunteers
brian-howell,2015,1,ohio-state-buckeyes,tcu-horned-frogs,auburn-tigers,alabama-crimson-tide,usc-trojans,michigan-state-spartans,baylor-bears,georgia-bulldogs,florida-state-seminoles,stanford-cardinal,oregon-ducks,notre-dame-fighting-irish,lsu-tigers,clemson-tigers,arizona-state-sun-devils,georgia-tech-yellow-jackets,ucla-bruins,oklahoma-sooners,ole-miss-rebels,arkansas-razorbacks,boise-state-broncos,tennessee-volunteers,missouri-tigers,nebraska-cornhuskers,utah-utes
chadd-cripe,2015,1,ohio-state-buckeyes,tcu-horned-frogs,oregon-ducks,alabama-crimson-tide,michigan-state-spartans,baylor-bears,georgia-bulldogs,auburn-tigers,usc-trojans,georgia-tech-yellow-jackets,ucla-bruins,ole-miss-rebels,clemson-tigers,florida-state-seminoles,lsu-tigers,boise-state-broncos,arizona-state-sun-devils,arizona-wildcats,missouri-tigers,wisconsin-badgers,utah-utes,mississippi-state-bulldogs,kansas-state-wildcats,stanford-cardinal,oklahoma-sooners
chris-murray,2015,1,ohio-state-buckeyes,tcu-horned-frogs,michigan-state-spartans,auburn-tigers,alabama-crimson-tide,baylor-bears,oregon-ducks,notre-dame-fighting-irish,usc-trojans,georgia-bulldogs,clemson-tigers,florida-state-seminoles,ucla-bruins,georgia-tech-yellow-jackets,arizona-state-sun-devils,ole-miss-rebels,boise-state-broncos,arizona-wildcats,wisconsin-badgers,missouri-tigers,stanford-cardinal,oklahoma-sooners,lsu-tigers,mississippi-state-bulldogs,kansas-state-wildcats
daniel-berk,2015,1,ohio-state-buckeyes,tcu-horned-frogs,auburn-tigers,michigan-state-spartans,oregon-ducks,baylor-bears,alabama-crimson-tide,florida-state-seminoles,usc-trojans,clemson-tigers,lsu-tigers,georgia-bulldogs,notre-dame-fighting-irish,stanford-cardinal,arizona-wildcats,ole-miss-rebels,arizona-state-sun-devils,missouri-tigers,ucla-bruins,georgia-tech-yellow-jackets,wisconsin-badgers,boise-state-broncos,oklahoma-sooners,virginia-tech-hokies,mississippi-state-bulldogs
dave-reardon,2015,1,ohio-state-buckeyes,michigan-state-spartans,tcu-horned-frogs,baylor-bears,alabama-crimson-tide,usc-trojans,georgia-bulldogs,auburn-tigers,lsu-tigers,clemson-tigers,oregon-ducks,ucla-bruins,florida-state-seminoles,stanford-cardinal,notre-dame-fighting-irish,ole-miss-rebels,arizona-state-sun-devils,georgia-tech-yellow-jackets,wisconsin-badgers,oklahoma-sooners,tennessee-volunteers,boise-state-broncos,arkansas-razorbacks,missouri-tigers,texas-am-aggies
