Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2015,12,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,oklahoma-sooners,notre-dame-fighting-irish,iowa-hawkeyes,florida-gators,baylor-bears,michigan-state-spartans,stanford-cardinal,tcu-horned-frogs,north-carolina-tar-heels,lsu-tigers,houston-cougars,utah-utes,michigan-wolverines,florida-state-seminoles,navy-midshipmen,northwestern-wildcats,wisconsin-badgers,washington-state-cougars,oregon-ducks,usc-trojans,arkansas-razorbacks
adam-zucker,2015,12,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,iowa-hawkeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,michigan-state-spartans,north-carolina-tar-heels,florida-gators,baylor-bears,florida-state-seminoles,houston-cougars,navy-midshipmen,michigan-wolverines,utah-utes,lsu-tigers,northwestern-wildcats,tcu-horned-frogs,oregon-ducks,stanford-cardinal,wisconsin-badgers,pittsburgh-panthers,washington-state-cougars,usc-trojans
bob-asmussen,2015,12,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,iowa-hawkeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,michigan-state-spartans,florida-gators,baylor-bears,tcu-horned-frogs,houston-cougars,north-carolina-tar-heels,stanford-cardinal,michigan-wolverines,lsu-tigers,wisconsin-badgers,northwestern-wildcats,navy-midshipmen,utah-utes,florida-state-seminoles,toledo-rockets,oregon-ducks,usc-trojans,ole-miss-rebels
brent-axe,2015,12,clemson-tigers,ohio-state-buckeyes,alabama-crimson-tide,iowa-hawkeyes,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,florida-gators,baylor-bears,north-carolina-tar-heels,michigan-state-spartans,houston-cougars,tcu-horned-frogs,stanford-cardinal,lsu-tigers,navy-midshipmen,michigan-wolverines,florida-state-seminoles,wisconsin-badgers,northwestern-wildcats,utah-utes,temple-owls,bowling-green-falcons,washington-state-cougars,oregon-ducks
brett-mcmurphy,2015,12,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,ohio-state-buckeyes,notre-dame-fighting-irish,iowa-hawkeyes,oklahoma-sooners,florida-gators,michigan-state-spartans,houston-cougars,baylor-bears,stanford-cardinal,tcu-horned-frogs,lsu-tigers,utah-utes,michigan-wolverines,north-carolina-tar-heels,northwestern-wildcats,navy-midshipmen,florida-state-seminoles,wisconsin-badgers,washington-state-cougars,oregon-ducks,toledo-rockets,usc-trojans
brian-howell,2015,12,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,notre-dame-fighting-irish,oklahoma-sooners,iowa-hawkeyes,florida-gators,michigan-state-spartans,baylor-bears,houston-cougars,north-carolina-tar-heels,stanford-cardinal,michigan-wolverines,tcu-horned-frogs,lsu-tigers,florida-state-seminoles,wisconsin-badgers,usc-trojans,utah-utes,navy-midshipmen,northwestern-wildcats,washington-state-cougars,oregon-ducks,ole-miss-rebels
chadd-cripe,2015,12,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,ohio-state-buckeyes,notre-dame-fighting-irish,iowa-hawkeyes,florida-gators,oklahoma-sooners,north-carolina-tar-heels,tcu-horned-frogs,florida-state-seminoles,michigan-state-spartans,michigan-wolverines,navy-midshipmen,lsu-tigers,northwestern-wildcats,baylor-bears,houston-cougars,oregon-ducks,stanford-cardinal,mississippi-state-bulldogs,usc-trojans,utah-utes,washington-state-cougars,wisconsin-badgers
chris-murray,2015,12,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,notre-dame-fighting-irish,iowa-hawkeyes,florida-gators,oklahoma-sooners,michigan-state-spartans,baylor-bears,tcu-horned-frogs,michigan-wolverines,houston-cougars,north-carolina-tar-heels,northwestern-wildcats,stanford-cardinal,lsu-tigers,utah-utes,wisconsin-badgers,navy-midshipmen,florida-state-seminoles,usc-trojans,washington-state-cougars,oregon-ducks,ucla-bruins
dave-reardon,2015,12,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,notre-dame-fighting-irish,iowa-hawkeyes,oklahoma-state-cowboys,oklahoma-sooners,michigan-state-spartans,baylor-bears,tcu-horned-frogs,florida-gators,houston-cougars,florida-state-seminoles,stanford-cardinal,north-carolina-tar-heels,lsu-tigers,utah-utes,michigan-wolverines,navy-midshipmen,northwestern-wildcats,wisconsin-badgers,memphis-tigers,mississippi-state-bulldogs,washington-state-cougars,oregon-ducks
david-briggs,2015,12,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,oklahoma-state-cowboys,notre-dame-fighting-irish,iowa-hawkeyes,oklahoma-sooners,florida-gators,michigan-state-spartans,houston-cougars,baylor-bears,north-carolina-tar-heels,michigan-wolverines,stanford-cardinal,tcu-horned-frogs,navy-midshipmen,utah-utes,florida-state-seminoles,lsu-tigers,northwestern-wildcats,wisconsin-badgers,oregon-ducks,washington-state-cougars,usc-trojans,toledo-rockets
