Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,notre-dame-fighting-irish,ole-miss-rebels,oregon-ducks,penn-state-nittany-lions,utah-utes,michigan-wolverines,missouri-tigers,usc-trojans,miami-fl-hurricanes,tennessee-volunteers,kansas-state-wildcats,lsu-tigers,oklahoma-state-cowboys,oklahoma-sooners,kansas-jayhawks,georgia-tech-yellow-jackets,clemson-tigers,north-carolina-state-wolfpack,iowa-hawkeyes,arizona-wildcats,texas-am-aggies
adam-cole,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,notre-dame-fighting-irish,missouri-tigers,penn-state-nittany-lions,oklahoma-sooners,michigan-wolverines,utah-utes,tennessee-volunteers,oregon-ducks,oklahoma-state-cowboys,usc-trojans,miami-fl-hurricanes,louisville-cardinals,lsu-tigers,kansas-jayhawks,kansas-state-wildcats,arizona-wildcats,boston-college-eagles,north-carolina-state-wolfpack,iowa-hawkeyes,georgia-tech-yellow-jackets
adam-zucker,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,notre-dame-fighting-irish,penn-state-nittany-lions,miami-fl-hurricanes,oregon-ducks,usc-trojans,michigan-wolverines,tennessee-volunteers,utah-utes,missouri-tigers,kansas-state-wildcats,oklahoma-sooners,oklahoma-state-cowboys,lsu-tigers,louisville-cardinals,kansas-jayhawks,iowa-hawkeyes,clemson-tigers,arizona-wildcats,boston-college-eagles,washington-huskies
alex-taylor,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,notre-dame-fighting-irish,oregon-ducks,ole-miss-rebels,penn-state-nittany-lions,missouri-tigers,michigan-wolverines,utah-utes,tennessee-volunteers,oklahoma-sooners,miami-fl-hurricanes,usc-trojans,oklahoma-state-cowboys,kansas-state-wildcats,arizona-wildcats,kansas-jayhawks,georgia-tech-yellow-jackets,texas-am-aggies,lsu-tigers,iowa-hawkeyes,north-carolina-state-wolfpack,louisville-cardinals
amie-just,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,ole-miss-rebels,notre-dame-fighting-irish,alabama-crimson-tide,oregon-ducks,missouri-tigers,penn-state-nittany-lions,utah-utes,usc-trojans,michigan-wolverines,tennessee-volunteers,miami-fl-hurricanes,kansas-state-wildcats,oklahoma-sooners,oklahoma-state-cowboys,arizona-wildcats,louisville-cardinals,lsu-tigers,kansas-jayhawks,north-carolina-state-wolfpack,iowa-hawkeyes,georgia-tech-yellow-jackets,clemson-tigers
andy-yamashita,2024,2,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,texas-longhorns,notre-dame-fighting-irish,ole-miss-rebels,oregon-ducks,penn-state-nittany-lions,utah-utes,michigan-wolverines,missouri-tigers,tennessee-volunteers,oklahoma-sooners,kansas-state-wildcats,oklahoma-state-cowboys,usc-trojans,miami-fl-hurricanes,arizona-wildcats,lsu-tigers,texas-am-aggies,kansas-jayhawks,iowa-hawkeyes,north-carolina-state-wolfpack,arkansas-razorbacks,louisville-cardinals
blair-kerkhoff,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,alabama-crimson-tide,oregon-ducks,ole-miss-rebels,notre-dame-fighting-irish,michigan-wolverines,penn-state-nittany-lions,missouri-tigers,utah-utes,oklahoma-sooners,miami-fl-hurricanes,usc-trojans,tennessee-volunteers,kansas-state-wildcats,oklahoma-state-cowboys,lsu-tigers,iowa-hawkeyes,clemson-tigers,kansas-jayhawks,arizona-wildcats,texas-am-aggies,louisville-cardinals,north-carolina-state-wolfpack
bob-asmussen,2024,2,ohio-state-buckeyes,georgia-bulldogs,texas-longhorns,alabama-crimson-tide,ole-miss-rebels,oregon-ducks,notre-dame-fighting-irish,penn-state-nittany-lions,michigan-wolverines,missouri-tigers,miami-fl-hurricanes,tennessee-volunteers,utah-utes,usc-trojans,oklahoma-sooners,kansas-jayhawks,oklahoma-state-cowboys,kansas-state-wildcats,louisville-cardinals,arizona-wildcats,lsu-tigers,iowa-hawkeyes,texas-am-aggies,clemson-tigers,georgia-tech-yellow-jackets
bob-ballou,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,oregon-ducks,michigan-wolverines,missouri-tigers,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,notre-dame-fighting-irish,penn-state-nittany-lions,oklahoma-sooners,usc-trojans,miami-fl-hurricanes,lsu-tigers,utah-utes,kansas-state-wildcats,texas-am-aggies,clemson-tigers,oklahoma-state-cowboys,arizona-wildcats,kansas-jayhawks,iowa-hawkeyes,boise-state-broncos,north-carolina-state-wolfpack
brenna-greene,2024,2,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,notre-dame-fighting-irish,alabama-crimson-tide,ole-miss-rebels,oregon-ducks,penn-state-nittany-lions,missouri-tigers,michigan-wolverines,tennessee-volunteers,usc-trojans,utah-utes,oklahoma-sooners,miami-fl-hurricanes,kansas-state-wildcats,oklahoma-state-cowboys,arizona-wildcats,kansas-jayhawks,louisville-cardinals,north-carolina-state-wolfpack,iowa-hawkeyes,lsu-tigers,texas-am-aggies,clemson-tigers
