Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2024,5,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,tennessee-volunteers,utah-utes,ole-miss-rebels,oregon-ducks,miami-fl-hurricanes,penn-state-nittany-lions,missouri-tigers,michigan-wolverines,usc-trojans,notre-dame-fighting-irish,lsu-tigers,illinois-fighting-illini,oklahoma-state-cowboys,louisville-cardinals,clemson-tigers,oklahoma-sooners,iowa-state-cyclones,byu-cougars,kansas-state-wildcats,washington-state-cougars,nebraska-cornhuskers
adam-cole,2024,5,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,tennessee-volunteers,ole-miss-rebels,miami-fl-hurricanes,utah-utes,missouri-tigers,oregon-ducks,michigan-wolverines,penn-state-nittany-lions,oklahoma-sooners,notre-dame-fighting-irish,usc-trojans,illinois-fighting-illini,kansas-state-wildcats,lsu-tigers,louisville-cardinals,oklahoma-state-cowboys,texas-am-aggies,iowa-state-cyclones,clemson-tigers,unlv-rebels,boston-college-eagles
adam-zucker,2024,5,texas-longhorns,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,georgia-bulldogs,ole-miss-rebels,miami-fl-hurricanes,utah-utes,penn-state-nittany-lions,oregon-ducks,missouri-tigers,michigan-wolverines,usc-trojans,lsu-tigers,clemson-tigers,oklahoma-sooners,iowa-state-cyclones,louisville-cardinals,boise-state-broncos,illinois-fighting-illini,washington-state-cougars,oklahoma-state-cowboys,kansas-state-wildcats,iowa-hawkeyes,navy-midshipmen
alex-taylor,2024,5,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,ole-miss-rebels,miami-fl-hurricanes,utah-utes,penn-state-nittany-lions,missouri-tigers,oregon-ducks,michigan-wolverines,usc-trojans,lsu-tigers,louisville-cardinals,notre-dame-fighting-irish,iowa-state-cyclones,clemson-tigers,illinois-fighting-illini,oklahoma-sooners,oklahoma-state-cowboys,byu-cougars,boise-state-broncos,indiana-hoosiers,unlv-rebels
amie-just,2024,5,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,ole-miss-rebels,tennessee-volunteers,alabama-crimson-tide,penn-state-nittany-lions,miami-fl-hurricanes,missouri-tigers,oregon-ducks,utah-utes,michigan-wolverines,louisville-cardinals,notre-dame-fighting-irish,usc-trojans,lsu-tigers,clemson-tigers,illinois-fighting-illini,iowa-state-cyclones,oklahoma-sooners,byu-cougars,oklahoma-state-cowboys,kansas-state-wildcats,indiana-hoosiers,washington-state-cougars
andy-yamashita,2024,5,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,tennessee-volunteers,ole-miss-rebels,penn-state-nittany-lions,miami-fl-hurricanes,missouri-tigers,utah-utes,oregon-ducks,michigan-wolverines,usc-trojans,lsu-tigers,notre-dame-fighting-irish,oklahoma-state-cowboys,oklahoma-sooners,louisville-cardinals,kansas-state-wildcats,unlv-rebels,texas-am-aggies,iowa-state-cyclones,washington-state-cougars,illinois-fighting-illini,boise-state-broncos
bill-oram,2024,5,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,ole-miss-rebels,oregon-ducks,miami-fl-hurricanes,utah-utes,penn-state-nittany-lions,missouri-tigers,michigan-wolverines,notre-dame-fighting-irish,oklahoma-state-cowboys,usc-trojans,lsu-tigers,oklahoma-sooners,clemson-tigers,illinois-fighting-illini,louisville-cardinals,iowa-state-cyclones,byu-cougars,kansas-state-wildcats,washington-state-cougars,nebraska-cornhuskers
blair-kerkhoff,2024,5,texas-longhorns,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,ole-miss-rebels,miami-fl-hurricanes,missouri-tigers,oregon-ducks,utah-utes,penn-state-nittany-lions,michigan-wolverines,lsu-tigers,notre-dame-fighting-irish,usc-trojans,clemson-tigers,louisville-cardinals,iowa-state-cyclones,oklahoma-sooners,illinois-fighting-illini,oklahoma-state-cowboys,byu-cougars,texas-am-aggies,kansas-state-wildcats,indiana-hoosiers
bob-asmussen,2024,5,ohio-state-buckeyes,texas-longhorns,georgia-bulldogs,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,miami-fl-hurricanes,oregon-ducks,penn-state-nittany-lions,missouri-tigers,utah-utes,michigan-wolverines,notre-dame-fighting-irish,louisville-cardinals,iowa-state-cyclones,usc-trojans,lsu-tigers,clemson-tigers,illinois-fighting-illini,byu-cougars,kansas-state-wildcats,oklahoma-sooners,oklahoma-state-cowboys,washington-state-cougars,indiana-hoosiers
bob-ballou,2024,5,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,oregon-ducks,missouri-tigers,alabama-crimson-tide,ole-miss-rebels,tennessee-volunteers,penn-state-nittany-lions,miami-fl-hurricanes,utah-utes,michigan-wolverines,usc-trojans,lsu-tigers,iowa-state-cyclones,clemson-tigers,illinois-fighting-illini,notre-dame-fighting-irish,texas-am-aggies,oklahoma-sooners,louisville-cardinals,byu-cougars,oklahoma-state-cowboys,boise-state-broncos,unlv-rebels
