Teams,Borda Points
alabama-crimson-tide,1549
texas-longhorns,1525
ohio-state-buckeyes,1445
tennessee-volunteers,1356
georgia-bulldogs,1329
oregon-ducks,1216
penn-state-nittany-lions,1208
miami-fl-hurricanes,1170
missouri-tigers,1085
michigan-wolverines,913
usc-trojans,854
ole-miss-rebels,799
lsu-tigers,757
notre-dame-fighting-irish,748
clemson-tigers,694
iowa-state-cyclones,656
byu-cougars,549
utah-utes,467
oklahoma-sooners,428
kansas-state-wildcats,398
boise-state-broncos,253
louisville-cardinals,223
indiana-hoosiers,172
illinois-fighting-illini,169
texas-am-aggies,122
unlv-rebels,122
arizona-wildcats,106
pittsburgh-panthers,42
nebraska-cornhuskers,30
boston-college-eagles,18
iowa-hawkeyes,17
james-madison-dukes,13
oklahoma-state-cowboys,8
south-carolina-gamecocks,8
rutgers-scarlet-knights,7
kentucky-wildcats,6
navy-midshipmen,6
southern-methodist-mustangs,4
army-west-point-black-knights,2
colorado-buffaloes,1
