Teams,Borda Points
georgia-bulldogs,1566
texas-longhorns,1492
ohio-state-buckeyes,1476
alabama-crimson-tide,1331
ole-miss-rebels,1323
missouri-tigers,1125
tennessee-volunteers,1107
penn-state-nittany-lions,1090
oregon-ducks,1077
miami-fl-hurricanes,1073
usc-trojans,1022
utah-utes,1010
oklahoma-state-cowboys,735
kansas-state-wildcats,702
oklahoma-sooners,672
lsu-tigers,523
michigan-wolverines,507
notre-dame-fighting-irish,442
arizona-wildcats,389
louisville-cardinals,388
iowa-state-cyclones,314
clemson-tigers,298
nebraska-cornhuskers,144
boston-college-eagles,122
illinois-fighting-illini,110
boise-state-broncos,81
texas-am-aggies,70
syracuse-orange,67
memphis-tigers,41
washington-huskies,28
kansas-jayhawks,24
iowa-hawkeyes,24
vanderbilt-commodores,21
south-carolina-gamecocks,11
liberty-flames,10
wisconsin-badgers,9
unlv-rebels,8
north-carolina-tar-heels,8
california-golden-bears,3
byu-cougars,2
ucf-knights,1
tcu-horned-frogs,1
