Teams,Borda Points
texas-longhorns,1515
georgia-bulldogs,1494
ohio-state-buckeyes,1438
alabama-crimson-tide,1337
ole-miss-rebels,1294
tennessee-volunteers,1171
missouri-tigers,1109
miami-fl-hurricanes,1083
oregon-ducks,1078
penn-state-nittany-lions,1030
usc-trojans,992
utah-utes,893
kansas-state-wildcats,823
oklahoma-state-cowboys,728
oklahoma-sooners,638
lsu-tigers,535
notre-dame-fighting-irish,472
michigan-wolverines,444
louisville-cardinals,420
iowa-state-cyclones,350
clemson-tigers,296
nebraska-cornhuskers,280
northern-illinois-huskies,161
texas-am-aggies,89
memphis-tigers,86
boise-state-broncos,64
syracuse-orange,60
unlv-rebels,59
boston-college-eagles,51
washington-state-cougars,35
arizona-wildcats,17
iowa-hawkeyes,16
indiana-hoosiers,15
california-golden-bears,11
toledo-rockets,9
liberty-flames,4
north-carolina-tar-heels,4
ucf-knights,4
south-carolina-gamecocks,4
arizona-state-sun-devils,3
byu-cougars,2
pittsburgh-panthers,2
