Teams,Borda Points
georgia-bulldogs,1545
ohio-state-buckeyes,1478
texas-longhorns,1418
alabama-crimson-tide,1309
notre-dame-fighting-irish,1240
ole-miss-rebels,1212
oregon-ducks,1197
penn-state-nittany-lions,1146
missouri-tigers,968
michigan-wolverines,935
utah-utes,897
miami-fl-hurricanes,893
usc-trojans,811
tennessee-volunteers,784
oklahoma-sooners,703
oklahoma-state-cowboys,610
kansas-state-wildcats,607
lsu-tigers,411
kansas-jayhawks,350
arizona-wildcats,341
iowa-hawkeyes,297
louisville-cardinals,188
georgia-tech-yellow-jackets,161
north-carolina-state-wolfpack,143
clemson-tigers,135
texas-am-aggies,98
boise-state-broncos,50
boston-college-eagles,49
iowa-state-cyclones,32
memphis-tigers,28
nebraska-cornhuskers,27
washington-huskies,20
liberty-flames,12
wisconsin-badgers,8
vanderbilt-commodores,8
auburn-tigers,8
tulane-green-wave,4
utsa-roadrunners,4
north-carolina-tar-heels,4
appalachian-state-mountaineers,3
arkansas-razorbacks,2
kentucky-wildcats,2
west-virginia-mountaineers,2
colorado-buffaloes,1
unlv-rebels,1
