Teams,Borda Points
georgia-bulldogs,1566
texas-longhorns,1492
ohio-state-buckeyes,1476
alabama-crimson-tide,1331
ole-miss-rebels,1323
missouri-tigers,1127
tennessee-volunteers,1109
penn-state-nittany-lions,1091
oregon-ducks,1078
miami-fl-hurricanes,1076
usc-trojans,1023
utah-utes,1013
oklahoma-state-cowboys,759
oklahoma-sooners,700
lsu-tigers,571
michigan-wolverines,548
notre-dame-fighting-irish,474
arizona-wildcats,436
louisville-cardinals,435
iowa-state-cyclones,359
clemson-tigers,343
nebraska-cornhuskers,172
northern-illinois-huskies,142
boston-college-eagles,141
illinois-fighting-illini,129
boise-state-broncos,96
syracuse-orange,90
texas-am-aggies,83
memphis-tigers,48
washington-huskies,34
iowa-hawkeyes,30
kansas-jayhawks,28
vanderbilt-commodores,24
south-carolina-gamecocks,13
liberty-flames,12
unlv-rebels,11
wisconsin-badgers,10
north-carolina-tar-heels,8
california-golden-bears,4
byu-cougars,3
ucf-knights,2
tcu-horned-frogs,2
