Teams,Borda Points
georgia-bulldogs,1566
texas-longhorns,1492
ohio-state-buckeyes,1476
alabama-crimson-tide,1331
ole-miss-rebels,1323
missouri-tigers,1125
tennessee-volunteers,1107
penn-state-nittany-lions,1090
oregon-ducks,1077
miami-fl-hurricanes,1073
usc-trojans,1022
utah-utes,1010
oklahoma-state-cowboys,734
kansas-state-wildcats,702
oklahoma-sooners,672
lsu-tigers,522
michigan-wolverines,503
notre-dame-fighting-irish,429
louisville-cardinals,384
arizona-wildcats,381
iowa-state-cyclones,310
clemson-tigers,294
nebraska-cornhuskers,142
boston-college-eagles,117
northern-illinois-huskies,114
illinois-fighting-illini,101
boise-state-broncos,78
texas-am-aggies,70
syracuse-orange,65
memphis-tigers,39
washington-huskies,27
iowa-hawkeyes,24
vanderbilt-commodores,19
south-carolina-gamecocks,10
liberty-flames,9
wisconsin-badgers,9
unlv-rebels,8
north-carolina-tar-heels,7
california-golden-bears,3
byu-cougars,2
ucf-knights,1
tcu-horned-frogs,1
