Teams,Borda Points
texas-longhorns,1515
georgia-bulldogs,1494
ohio-state-buckeyes,1438
alabama-crimson-tide,1337
ole-miss-rebels,1294
tennessee-volunteers,1171
missouri-tigers,1109
miami-fl-hurricanes,1083
oregon-ducks,1078
penn-state-nittany-lions,1030
usc-trojans,992
utah-utes,893
kansas-state-wildcats,823
oklahoma-state-cowboys,729
oklahoma-sooners,638
lsu-tigers,536
notre-dame-fighting-irish,483
michigan-wolverines,445
louisville-cardinals,424
iowa-state-cyclones,350
clemson-tigers,296
nebraska-cornhuskers,275
illinois-fighting-illini,142
texas-am-aggies,89
memphis-tigers,84
boise-state-broncos,65
unlv-rebels,60
syracuse-orange,57
boston-college-eagles,49
washington-state-cougars,35
arizona-wildcats,17
iowa-hawkeyes,16
indiana-hoosiers,13
california-golden-bears,12
toledo-rockets,11
liberty-flames,5
arizona-state-sun-devils,5
ucf-knights,5
north-carolina-tar-heels,4
south-carolina-gamecocks,4
byu-cougars,2
pittsburgh-panthers,1
